,class,attribute,visibility,name,getter,index,internal,nullness,n,constructor,documentation
194,java.awt.Graphics2D,method,public,translate(II),false,0,false,NON_NULL,11,False,NOT_MENTIONED
195,java.awt.Graphics2D,method,public,translate(II),false,1,false,NON_NULL,11,False,NOT_MENTIONED
196,java.awt.GraphicsConfiguration,method,public,getDevice(),false,-1,false,UNKNOWN,11,False,NOT_MENTIONED
197,java.awt.GraphicsDevice,method,public,getDisplayMode(),false,-1,false,UNKNOWN,2,False,NOT_MENTIONED
198,java.awt.GraphicsDevice,method,public,setFullScreenWindow(Ljava/awt/Window;),false,0,false,UNKNOWN,11,False,MENTIONED_IN_GENERAL
199,java.awt.GraphicsEnvironment,method,public,getDefaultScreenDevice(),false,-1,false,UNKNOWN,11,False,NOT_MENTIONED
200,java.awt.GraphicsEnvironment,method,public,getLocalGraphicsEnvironment(),false,-1,false,UNKNOWN,46,False,NOT_MENTIONED
201,java.awt.GraphicsEnvironment,method,public,getMaximumWindowBounds(),false,-1,false,UNKNOWN,22,False,NOT_MENTIONED
202,java.awt.GraphicsEnvironment,method,public,getScreenDevices(),false,-1,false,UNKNOWN,13,False,NOT_MENTIONED
203,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,0,false,NON_NULL,3366,True,NOT_MENTIONED
204,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,1,false,NON_NULL,3366,True,NOT_MENTIONED
205,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,2,false,NON_NULL,3366,True,NOT_MENTIONED
206,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,3,false,NON_NULL,3366,True,NOT_MENTIONED
207,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,4,false,NON_NULL,3366,True,NOT_MENTIONED
208,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,5,false,NON_NULL,3366,True,NOT_MENTIONED
209,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,6,false,NON_NULL,3366,True,NOT_MENTIONED
210,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,7,false,NON_NULL,3366,True,NOT_MENTIONED
211,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,8,false,NON_NULL,3366,True,NOT_MENTIONED
212,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,9,false,NON_NULL,3366,True,NOT_MENTIONED
213,java.awt.GridBagConstraints,method,public,<init>(IIIIDDIILjava/awt/Insets;II),false,10,false,NON_NULL,3366,True,NOT_MENTIONED
214,java.awt.GridLayout,method,public,<init>(II),false,0,false,NON_NULL,352,True,NOT_MENTIONED
215,java.awt.GridLayout,method,public,<init>(II),false,1,false,NON_NULL,352,True,NOT_MENTIONED
216,java.awt.GridLayout,method,public,<init>(IIII),false,0,false,NON_NULL,44,True,NOT_MENTIONED
217,java.awt.GridLayout,method,public,<init>(IIII),false,1,false,NON_NULL,44,True,NOT_MENTIONED
218,java.awt.GridLayout,method,public,<init>(IIII),false,2,false,NON_NULL,44,True,NOT_MENTIONED
219,java.awt.GridLayout,method,public,<init>(IIII),false,3,false,NON_NULL,44,True,NOT_MENTIONED
220,java.awt.Image,method,public,getHeight(Ljava/awt/image/ImageObserver;),false,0,false,NULL,6,False,NOT_MENTIONED
221,java.awt.Image,method,public,getScaledInstance(III),false,-1,false,UNKNOWN,2,False,NOT_MENTIONED
