class,attribute,visibility,name,getter,index,internal,nullness,n
java.util.Spliterators,method,public,spliterator(Ljava/util/Iterator;JI)Ljava/util/Spliterator;,false,0,false,UNKNOWN,48
java.awt.Font,method,public,deriveFont(F)Ljava/awt/Font;,false,0,false,NON_NULL,550
java.sql.ResultSet,method,public,updateByte(IB)V,false,1,false,NON_NULL,19
java.util.Spliterators,method,public,spliterator(Ljava/util/Collection;I)Ljava/util/Spliterator;,false,0,false,UNKNOWN,12
java.nio.ByteBuffer,method,public,putDouble(D)Ljava/nio/ByteBuffer;,false,0,false,NON_NULL,78
java.io.InputStreamReader,method,public,<init>(Ljava/io/InputStream;Ljava/nio/charset/CharsetDecoder;)V,false,1,false,UNKNOWN,6
java.time.LocalDate,method,public,parse(Ljava/lang/CharSequence;Ljava/time/format/DateTimeFormatter;)Ljava/time/LocalDate;,false,0,false,NON_NULL,2
java.lang.ref.SoftReference,method,public,<init>(Ljava/lang/Object;)V,false,0,false,UNKNOWN,48
java.awt.Component,method,public,addKeyListener(Ljava/awt/event/KeyListener;)V,false,0,false,NON_NULL,22
java.util.concurrent.Semaphore,method,public,<init>(I)V,false,0,false,NON_NULL,13
javax.swing.JSplitPane,method,public,setOrientation(I)V,false,0,false,NON_NULL,22
java.lang.Thread,method,public,setPriority(I)V,false,0,false,NON_NULL,33
javax.swing.AbstractButton,method,public,setAction(Ljavax/swing/Action;)V,false,0,false,NON_NULL,44
javax.swing.event.ChangeEvent,method,public,<init>(Ljava/lang/Object;)V,false,0,false,NON_NULL,22
java.lang.reflect.AccessibleObject,method,public,setAccessible([Ljava/lang/reflect/AccessibleObject;Z)V,false,0,false,UNKNOWN,13
java.util.concurrent.atomic.AtomicReference,method,public,compareAndSet(Ljava/lang/Object;Ljava/lang/Object;)Z,false,1,false,NON_NULL,31
java.nio.file.FileSystem,method,public,getPath(Ljava/lang/String;[Ljava/lang/String;)Ljava/nio/file/Path;,false,0,false,NON_NULL,12
java.sql.Connection,method,public,setClientInfo(Ljava/lang/String;Ljava/lang/String;)V,false,0,false,UNKNOWN,22
java.awt.geom.AffineTransform,method,public,concatenate(Ljava/awt/geom/AffineTransform;)V,false,0,false,UNKNOWN,15
java.lang.Thread,method,public,<init>(Ljava/lang/ThreadGroup;Ljava/lang/Runnable;Ljava/lang/String;J)V,false,3,false,NON_NULL,1
java.beans.FeatureDescriptor,method,public,setValue(Ljava/lang/String;Ljava/lang/Object;)V,false,1,false,UNKNOWN,2
com.sun.management.ThreadMXBean,method,public,getThreadAllocatedBytes(J)J,false,0,false,NON_NULL,5
java.util.concurrent.Executors,method,public,unconfigurableScheduledExecutorService(Ljava/util/concurrent/ScheduledExecutorService;)Ljava/util/concurrent/ScheduledExecutorService;,false,0,false,UNKNOWN,15
java.util.Arrays,method,public,hashCode([D)I,false,0,false,UNKNOWN,6
javax.swing.JTable,method,public,setRowSelectionInterval(II)V,false,0,false,NON_NULL,33
java.beans.Expression,method,public,<init>(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/String;[Ljava/lang/Object;)V,false,1,false,UNKNOWN,11
java.text.DateFormat,method,public,getDateTimeInstance(IILjava/util/Locale;)Ljava/text/DateFormat;,false,2,false,UNKNOWN,11
java.sql.ResultSet,method,public,getDouble(I)D,false,0,false,NON_NULL,21
java.nio.file.Files,method,public,isExecutable(Ljava/nio/file/Path;)Z,false,0,false,UNKNOWN,8
java.sql.CallableStatement,method,public,setNCharacterStream(Ljava/lang/String;Ljava/io/Reader;J)V,false,1,false,UNKNOWN,9
java.util.concurrent.locks.Condition,method,public,awaitUntil(Ljava/util/Date;)Z,false,0,false,NON_NULL,3
java.util.Arrays,method,public,copyOfRange([III)[I,false,2,false,NON_NULL,25
java.sql.CallableStatement,method,public,registerOutParameter(III)V,false,2,false,NON_NULL,9
java.io.File,method,public,compareTo(Ljava/io/File;)I,false,0,false,UNKNOWN,4
java.io.Writer,method,public,append(Ljava/lang/CharSequence;)Ljava/io/Writer;,false,0,false,NON_NULL,20
java.util.AbstractSet,method,public,removeAll(Ljava/util/Collection;)Z,false,0,false,UNKNOWN,16
java.lang.StringBuffer,method,public,getChars(II[CI)V,false,3,false,NON_NULL,6
java.util.Collections,method,public,checkedMap(Ljava/util/Map;Ljava/lang/Class;Ljava/lang/Class;)Ljava/util/Map;,false,2,false,NON_NULL,1
javax.swing.JDialog,method,public,<init>(Ljava/awt/Dialog;Ljava/lang/String;ZLjava/awt/GraphicsConfiguration;)V,false,1,false,UNKNOWN,22
java.util.Set,method,public,equals(Ljava/lang/Object;)Z,false,0,false,NON_NULL,12
java.lang.String,method,public,regionMatches(ZILjava/lang/String;II)Z,false,2,false,NON_NULL,21
java.sql.CallableStatement,method,public,getNClob(I)Ljava/sql/NClob;,false,0,false,NON_NULL,9
java.io.Reader,method,public,read(Ljava/nio/CharBuffer;)I,false,0,false,UNKNOWN,7
java.nio.CharBuffer,method,public,wrap(Ljava/lang/CharSequence;)Ljava/nio/CharBuffer;,false,0,false,UNKNOWN,8
java.nio.file.Files,method,public,write(Ljava/nio/file/Path;Ljava/lang/Iterable;Ljava/nio/charset/Charset;[Ljava/nio/file/OpenOption;)Ljava/nio/file/Path;,false,3,false,NON_NULL,9
javax.swing.InputMap,method,public,put(Ljavax/swing/KeyStroke;Ljava/lang/Object;)V,false,1,false,UNKNOWN,11
java.net.Authenticator,method,public,setDefault(Ljava/net/Authenticator;)V,false,0,false,NON_NULL,3
javax.annotation.processing.Filer,method,public,createResource(Ljavax/tools/JavaFileManager$Location;Ljava/lang/CharSequence;Ljava/lang/CharSequence;[Ljavax/lang/model/element/Element;)Ljavax/tools/FileObject;,false,1,false,UNKNOWN,2
java.util.Locale,method,public,<init>(Ljava/lang/String;)V,false,0,false,UNKNOWN,18
java.net.URLEncoder,method,public,encode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,false,0,false,NON_NULL,5
java.util.Hashtable,method,public,putAll(Ljava/util/Map;)V,false,0,false,UNKNOWN,11
javax.swing.JList,method,public,setModel(Ljavax/swing/ListModel;)V,false,0,false,NON_NULL,33
java.util.HashSet,method,public,remove(Ljava/lang/Object;)Z,false,0,false,NON_NULL,5
javax.lang.model.util.Types,method,public,getWildcardType(Ljavax/lang/model/type/TypeMirror;Ljavax/lang/model/type/TypeMirror;)Ljavax/lang/model/type/WildcardType;,false,0,false,NULL,2
java.util.concurrent.BlockingQueue,method,public,contains(Ljava/lang/Object;)Z,false,0,false,UNKNOWN,2
java.sql.ResultSet,method,public,absolute(I)Z,false,0,false,NON_NULL,19
java.text.ParsePosition,method,public,setErrorIndex(I)V,false,0,false,NON_NULL,12
java.util.Map,method,public,containsKey(Ljava/lang/Object;)Z,false,0,false,UNKNOWN,2057
java.io.ByteArrayOutputStream,method,public,write([BII)V,false,1,false,NON_NULL,86
java.time.Duration,method,public,minusSeconds(J)Ljava/time/Duration;,false,0,false,NON_NULL,5
java.lang.String,method,public,replace(Ljava/lang/CharSequence;Ljava/lang/CharSequence;)Ljava/lang/String;,false,0,false,UNKNOWN,105
java.util.Map,method,public,get(Ljava/lang/Object;)Ljava/lang/Object;,false,0,false,NULL,11
java.util.Properties,method,public,store(Ljava/io/Writer;Ljava/lang/String;)V,false,1,false,NULL,1
java.sql.ResultSet,method,public,updateBoolean(IZ)V,false,1,false,NON_NULL,19
javax.swing.JDialog,method,public,<init>(Ljava/awt/Window;Ljava/lang/String;)V,false,1,false,UNKNOWN,22
java.util.EnumSet,method,public,of(Ljava/lang/Enum;Ljava/lang/Enum;)Ljava/util/EnumSet;,false,0,false,UNKNOWN,75
java.math.BigInteger,method,public,<init>(Ljava/lang/String;)V,false,0,false,UNKNOWN,34
java.util.Arrays,method,public,copyOf([FI)[F,false,1,false,NON_NULL,15
java.util.Arrays,method,public,fill([IIII)V,false,2,false,NON_NULL,24
java.io.PrintWriter,method,public,print(C)V,false,0,false,NON_NULL,215
javax.xml.transform.Transformer,method,public,setOutputProperty(Ljava/lang/String;Ljava/lang/String;)V,false,1,false,UNKNOWN,16
sun.misc.Unsafe,method,public,allocateInstance(Ljava/lang/Class;)Ljava/lang/Object;,false,0,false,UNKNOWN,3
java.awt.Component,method,public,addMouseListener(Ljava/awt/event/MouseListener;)V,false,0,false,UNKNOWN,533
javax.annotation.processing.Filer,method,public,createSourceFile(Ljava/lang/CharSequence;[Ljavax/lang/model/element/Element;)Ljavax/tools/JavaFileObject;,false,1,false,NON_NULL,17
java.beans.PropertyChangeSupport,method,public,removePropertyChangeListener(Ljava/lang/String;Ljava/beans/PropertyChangeListener;)V,false,0,false,UNKNOWN,132
sun.misc.Unsafe,method,public,copyMemory(JJJ)V,false,2,false,NON_NULL,20
javax.management.MBeanServer,method,public,getAttribute(Ljavax/management/ObjectName;Ljava/lang/String;)Ljava/lang/Object;,false,1,false,NON_NULL,3
javax.swing.JToolBar,method,public,add(Ljavax/swing/Action;)Ljavax/swing/JButton;,false,0,false,NON_NULL,33
java.util.GregorianCalendar,method,public,<init>(III)V,false,1,false,NON_NULL,4
java.util.logging.Logger,method,public,logp(Ljava/util/logging/Level;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,2,false,UNKNOWN,3
javax.xml.stream.XMLStreamReader,method,public,require(ILjava/lang/String;Ljava/lang/String;)V,false,1,false,NULL,10
java.nio.IntBuffer,method,public,put(II)Ljava/nio/IntBuffer;,false,0,false,NON_NULL,10
java.io.File,method,public,renameTo(Ljava/io/File;)Z,false,0,false,NON_NULL,37
java.util.concurrent.ConcurrentMap,method,public,remove(Ljava/lang/Object;Ljava/lang/Object;)Z,false,0,false,NULL,1
java.util.Arrays,method,public,fill([JJ)V,false,1,false,NON_NULL,15
java.util.concurrent.CompletableFuture,method,public,runAfterEither(Ljava/util/concurrent/CompletionStage;Ljava/lang/Runnable;)Ljava/util/concurrent/CompletableFuture;,false,0,false,UNKNOWN,10
javax.swing.JComboBox,method,public,removeActionListener(Ljava/awt/event/ActionListener;)V,false,0,false,NON_NULL,11
java.awt.Container,method,public,addPropertyChangeListener(Ljava/lang/String;Ljava/beans/PropertyChangeListener;)V,false,1,false,NON_NULL,418
javax.swing.JComponent,method,public,setBackground(Ljava/awt/Color;)V,false,0,false,NON_NULL,22
java.sql.SQLDataException,method,public,<init>(Ljava/lang/String;)V,false,0,false,UNKNOWN,10
java.nio.channels.FileChannel,method,public,map(Ljava/nio/channels/FileChannel$MapMode;JJ)Ljava/nio/MappedByteBuffer;,false,2,false,NON_NULL,20
java.nio.file.spi.FileSystemProvider,method,public,createDirectory(Ljava/nio/file/Path;[Ljava/nio/file/attribute/FileAttribute;)V,false,1,false,NON_NULL,2
javax.swing.JTable,method,public,getDefaultEditor(Ljava/lang/Class;)Ljavax/swing/table/TableCellEditor;,false,0,false,NON_NULL,22
javax.swing.DefaultListSelectionModel,method,public,setSelectionInterval(II)V,false,0,false,NON_NULL,11
javax.swing.JScrollPane,method,public,<init>(Ljava/awt/Component;)V,false,0,false,UNKNOWN,33
javax.imageio.ImageWriter,method,public,write(Ljavax/imageio/metadata/IIOMetadata;Ljavax/imageio/IIOImage;Ljavax/imageio/ImageWriteParam;)V,false,1,false,NON_NULL,14
java.lang.String,method,public,replaceFirst(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,false,0,false,NON_NULL,107
java.sql.Driver,method,public,getPropertyInfo(Ljava/lang/String;Ljava/util/Properties;)[Ljava/sql/DriverPropertyInfo;,false,1,false,UNKNOWN,3
java.awt.Window,method,public,setLocationRelativeTo(Ljava/awt/Component;)V,false,0,false,UNKNOWN,11
java.util.Spliterators,method,public,spliterator(Ljava/util/Iterator;JI)Ljava/util/Spliterator;,false,1,false,NON_NULL,50
java.util.ResourceBundle,method,public,getBundle(Ljava/lang/String;Ljava/util/Locale;)Ljava/util/ResourceBundle;,false,0,false,NON_NULL,3
javax.swing.JComponent,method,public,getClientProperty(Ljava/lang/Object;)Ljava/lang/Object;,false,0,false,NON_NULL,416
javax.xml.stream.XMLStreamWriter,method,public,writeAttribute(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,3,false,UNKNOWN,9
java.lang.invoke.MethodHandles$Lookup,method,public,findSpecial(Ljava/lang/Class;Ljava/lang/String;Ljava/lang/invoke/MethodType;Ljava/lang/Class;)Ljava/lang/invoke/MethodHandle;,false,2,false,UNKNOWN,11
java.sql.ResultSet,method,public,getByte(I)B,false,0,false,NON_NULL,19
java.sql.ResultSet,method,public,getArray(Ljava/lang/String;)Ljava/sql/Array;,false,0,false,UNKNOWN,19
java.util.NoSuchElementException,method,public,<init>(Ljava/lang/String;)V,false,0,false,UNKNOWN,92
java.lang.UnsupportedOperationException,method,public,<init>(Ljava/lang/String;Ljava/lang/Throwable;)V,false,1,false,NON_NULL,2
java.util.zip.ZipOutputStream,method,public,<init>(Ljava/io/OutputStream;)V,false,0,false,NON_NULL,52
javax.swing.JPopupMenu,method,public,add(Ljavax/swing/JMenuItem;)Ljavax/swing/JMenuItem;,false,0,false,NON_NULL,11
java.util.LinkedHashMap,method,public,<init>(Ljava/util/Map;)V,false,0,false,UNKNOWN,92
java.lang.Thread,method,public,join(J)V,false,0,false,NON_NULL,10
java.lang.Boolean,method,public,parseBoolean(Ljava/lang/String;)Z,false,0,false,NON_NULL,21
java.util.BitSet,method,public,set(II)V,false,1,false,NON_NULL,69
java.util.Map,method,public,equals(Ljava/lang/Object;)Z,false,0,false,NON_NULL,3
java.util.concurrent.locks.Lock,method,public,tryLock(JLjava/util/concurrent/TimeUnit;)Z,false,1,false,UNKNOWN,13
java.util.ArrayList,method,public,remove(Ljava/lang/Object;)Z,false,0,false,UNKNOWN,11
java.lang.Boolean,method,public,toString(Z)Ljava/lang/String;,false,0,false,NON_NULL,74
java.util.Queue,method,public,offer(Ljava/lang/Object;)Z,false,0,false,UNKNOWN,96
java.lang.String,method,public,join(Ljava/lang/CharSequence;[Ljava/lang/CharSequence;)Ljava/lang/String;,false,0,false,UNKNOWN,2
java.util.concurrent.ScheduledThreadPoolExecutor,method,public,setRemoveOnCancelPolicy(Z)V,false,0,false,NON_NULL,6
java.time.chrono.Chronology,method,public,date(Ljava/time/temporal/TemporalAccessor;)Ljava/time/chrono/ChronoLocalDate;,false,0,false,UNKNOWN,3
javax.swing.JTabbedPane,method,public,setModel(Ljavax/swing/SingleSelectionModel;)V,false,0,false,NON_NULL,11
java.nio.file.FileSystems,method,public,newFileSystem(Ljava/net/URI;Ljava/util/Map;)Ljava/nio/file/FileSystem;,false,1,false,UNKNOWN,15
java.util.logging.Logger,method,public,log(Ljava/util/logging/Level;Ljava/lang/String;Ljava/lang/Throwable;)V,false,2,false,UNKNOWN,122
javax.imageio.ImageWriteParam,method,public,setCompressionMode(I)V,false,0,false,NON_NULL,14
javax.xml.stream.XMLStreamWriter,method,public,writeProcessingInstruction(Ljava/lang/String;Ljava/lang/String;)V,false,0,false,UNKNOWN,12
java.time.ZonedDateTime,method,public,withMonth(I)Ljava/time/ZonedDateTime;,false,0,false,NON_NULL,1
javax.swing.JOptionPane,method,public,setValue(Ljava/lang/Object;)V,false,0,false,NULL,11
java.lang.Long,method,public,numberOfLeadingZeros(J)I,false,0,false,NON_NULL,225
java.nio.file.spi.FileSystemProvider,method,public,deleteIfExists(Ljava/nio/file/Path;)Z,false,0,false,NON_NULL,2
javax.swing.JColorChooser,method,public,createDialog(Ljava/awt/Component;Ljava/lang/String;ZLjavax/swing/JColorChooser;Ljava/awt/event/ActionListener;Ljava/awt/event/ActionListener;)Ljavax/swing/JDialog;,false,5,false,NULL,11
java.net.DatagramPacket,method,public,<init>([BI)V,false,0,false,NON_NULL,2
java.net.URL,method,public,<init>(Ljava/net/URL;Ljava/lang/String;)V,false,0,false,UNKNOWN,38
java.sql.CallableStatement,method,public,setTime(Ljava/lang/String;Ljava/sql/Time;)V,false,1,false,UNKNOWN,9
javax.tools.JavaCompiler,method,public,getStandardFileManager(Ljavax/tools/DiagnosticListener;Ljava/util/Locale;Ljava/nio/charset/Charset;)Ljavax/tools/StandardJavaFileManager;,false,2,false,UNKNOWN,2
java.io.ObjectInputStream,method,protected,resolveClass(Ljava/io/ObjectStreamClass;)Ljava/lang/Class;,false,0,false,UNKNOWN,4
java.sql.Connection,method,public,releaseSavepoint(Ljava/sql/Savepoint;)V,false,0,false,UNKNOWN,22
java.util.concurrent.atomic.AtomicReferenceArray,method,public,compareAndSet(ILjava/lang/Object;Ljava/lang/Object;)Z,false,2,false,NULL,15
java.util.Collections,method,public,sort(Ljava/util/List;Ljava/util/Comparator;)V,false,1,false,NON_NULL,67
java.beans.Introspector,method,public,getBeanInfo(Ljava/lang/Class;)Ljava/beans/BeanInfo;,false,0,false,UNKNOWN,14
java.net.InetSocketAddress,method,public,createUnresolved(Ljava/lang/String;I)Ljava/net/InetSocketAddress;,false,0,false,UNKNOWN,12
java.util.concurrent.atomic.AtomicInteger,method,public,addAndGet(I)I,false,0,false,NON_NULL,43
java.util.Arrays,method,public,copyOf([FI)[F,false,0,false,NON_NULL,15
java.util.concurrent.Executors,method,public,callable(Ljava/lang/Runnable;Ljava/lang/Object;)Ljava/util/concurrent/Callable;,false,0,false,UNKNOWN,30
java.lang.ClassLoader,method,protected,defineClass(Ljava/lang/String;[BII)Ljava/lang/Class;,false,0,false,NON_NULL,6
java.io.OutputStreamWriter,method,public,<init>(Ljava/io/OutputStream;)V,false,0,false,NON_NULL,10
java.util.TimeZone,method,public,getDisplayName(ZILjava/util/Locale;)Ljava/lang/String;,false,0,false,NON_NULL,3
sun.misc.Signal,method,public,<init>(Ljava/lang/String;)V,false,0,false,NON_NULL,12
java.lang.StringBuilder,method,public,appendCodePoint(I)Ljava/lang/StringBuilder;,false,0,false,NON_NULL,39
java.sql.ResultSet,method,public,updateAsciiStream(Ljava/lang/String;Ljava/io/InputStream;J)V,false,0,false,UNKNOWN,19
javax.swing.table.TableCellRenderer,method,public,getTableCellRendererComponent(Ljavax/swing/JTable;Ljava/lang/Object;ZZII)Ljava/awt/Component;,false,0,false,UNKNOWN,121
java.util.Hashtable,method,public,get(Ljava/lang/Object;)Ljava/lang/Object;,false,0,false,NON_NULL,30
java.util.logging.Logger,method,public,finest(Ljava/lang/String;)V,false,0,false,UNKNOWN,4
javax.management.MBeanInfo,method,public,<init>(Ljava/lang/String;Ljava/lang/String;[Ljavax/management/MBeanAttributeInfo;[Ljavax/management/MBeanConstructorInfo;[Ljavax/management/MBeanOperationInfo;[Ljavax/management/MBeanNotificationInfo;)V,false,4,false,UNKNOWN,6
java.sql.PreparedStatement,method,public,setFloat(IF)V,false,0,false,NON_NULL,39
java.util.StringTokenizer,method,public,<init>(Ljava/lang/String;Ljava/lang/String;)V,false,1,false,UNKNOWN,7
java.time.format.DateTimeFormatter,method,public,withLocale(Ljava/util/Locale;)Ljava/time/format/DateTimeFormatter;,false,0,false,UNKNOWN,22
javax.swing.text.JTextComponent,method,public,select(II)V,false,1,false,NON_NULL,5
javax.net.ssl.X509TrustManager,method,public,checkServerTrusted([Ljava/security/cert/X509Certificate;Ljava/lang/String;)V,false,1,false,UNKNOWN,11
java.lang.ClassNotFoundException,method,public,<init>(Ljava/lang/String;Ljava/lang/Throwable;)V,false,0,false,UNKNOWN,3
java.awt.Component,method,public,removeKeyListener(Ljava/awt/event/KeyListener;)V,false,0,false,NON_NULL,11
java.util.Spliterators$AbstractSpliterator,method,protected,<init>(JI)V,false,0,false,NON_NULL,115
java.sql.DriverManager,method,public,getConnection(Ljava/lang/String;)Ljava/sql/Connection;,false,0,false,UNKNOWN,25
java.security.spec.RSAPublicKeySpec,method,public,<init>(Ljava/math/BigInteger;Ljava/math/BigInteger;)V,false,0,false,UNKNOWN,5
java.sql.ResultSet,method,public,updateClob(ILjava/io/Reader;)V,false,1,false,UNKNOWN,19
java.util.stream.Stream,method,public,skip(J)Ljava/util/stream/Stream;,false,0,false,NON_NULL,13
java.sql.CallableStatement,method,public,getDouble(Ljava/lang/String;)D,false,0,false,UNKNOWN,9
javax.imageio.ImageWriteParam,method,public,setCompressionQuality(F)V,false,0,false,NON_NULL,7
javax.imageio.ImageIO,method,public,write(Ljava/awt/image/RenderedImage;Ljava/lang/String;Ljava/io/File;)Z,false,0,false,UNKNOWN,18
org.ietf.jgss.GSSManager,method,public,createName(Ljava/lang/String;Lorg/ietf/jgss/Oid;)Lorg/ietf/jgss/GSSName;,false,0,false,UNKNOWN,3
java.util.LinkedHashMap,method,public,<init>(IFZ)V,false,2,false,NON_NULL,2
java.lang.String,method,public,getBytes(Ljava/lang/String;)[B,false,0,false,UNKNOWN,104
java.nio.file.spi.FileSystemProvider,method,public,readAttributes(Ljava/nio/file/Path;Ljava/lang/Class;[Ljava/nio/file/LinkOption;)Ljava/nio/file/attribute/BasicFileAttributes;,false,0,false,UNKNOWN,4
java.io.BufferedOutputStream,method,public,<init>(Ljava/io/OutputStream;I)V,false,0,false,UNKNOWN,2
javax.swing.ListCellRenderer,method,public,getListCellRendererComponent(Ljavax/swing/JList;Ljava/lang/Object;IZZ)Ljava/awt/Component;,false,2,false,NON_NULL,44
sun.misc.Unsafe,method,public,putByte(JB)V,false,0,false,NON_NULL,68
java.util.Map,method,public,put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,false,1,false,NON_NULL,9539
java.util.concurrent.ConcurrentMap,method,public,putIfAbsent(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,false,1,false,UNKNOWN,99
java.util.AbstractMap,method,public,get(Ljava/lang/Object;)Ljava/lang/Object;,false,0,false,NON_NULL,8
java.util.regex.Matcher,method,public,end(I)I,false,0,false,NON_NULL,24
java.sql.CallableStatement,method,public,getBigDecimal(I)Ljava/math/BigDecimal;,false,0,false,NON_NULL,9
java.lang.String,method,public,<init>([III)V,false,2,false,NON_NULL,11
java.util.logging.Level,method,public,equals(Ljava/lang/Object;)Z,false,0,false,UNKNOWN,16
java.util.concurrent.CompletableFuture,method,public,thenAcceptAsync(Ljava/util/function/Consumer;)Ljava/util/concurrent/CompletableFuture;,false,0,false,UNKNOWN,10
java.sql.ResultSet,method,public,updateInt(Ljava/lang/String;I)V,false,0,false,UNKNOWN,19
javax.swing.BorderFactory,method,public,createEmptyBorder(IIII)Ljavax/swing/border/Border;,false,1,false,NON_NULL,66
java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy,method,public,rejectedExecution(Ljava/lang/Runnable;Ljava/util/concurrent/ThreadPoolExecutor;)V,false,0,false,UNKNOWN,2
java.lang.Long,method,public,toHexString(J)Ljava/lang/String;,false,0,false,NON_NULL,34
javax.swing.ActionMap,method,public,put(Ljava/lang/Object;Ljavax/swing/Action;)V,false,0,false,UNKNOWN,22
java.io.FileNotFoundException,method,public,<init>(Ljava/lang/String;)V,false,0,false,UNKNOWN,136
javax.lang.model.util.Types,method,public,erasure(Ljavax/lang/model/type/TypeMirror;)Ljavax/lang/model/type/TypeMirror;,false,0,false,UNKNOWN,21
java.net.URI,method,public,<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;ILjava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,2,false,UNKNOWN,13
javax.swing.table.TableCellEditor,method,public,getTableCellEditorComponent(Ljavax/swing/JTable;Ljava/lang/Object;ZII)Ljava/awt/Component;,false,4,false,NON_NULL,33
java.nio.charset.CharsetDecoder,method,public,flush(Ljava/nio/CharBuffer;)Ljava/nio/charset/CoderResult;,false,0,false,UNKNOWN,8
java.util.NoSuchElementException,method,public,<init>(Ljava/lang/String;)V,false,0,false,NON_NULL,80
java.lang.StringBuilder,method,public,replace(IILjava/lang/String;)Ljava/lang/StringBuilder;,false,1,false,NON_NULL,110
javax.swing.JLabel,method,public,setLabelFor(Ljava/awt/Component;)V,false,0,false,UNKNOWN,198
java.io.InputStream,method,public,read([BII)I,false,0,false,UNKNOWN,122
java.sql.PreparedStatement,method,public,setObject(ILjava/lang/Object;II)V,false,2,false,NON_NULL,31
java.util.regex.Pattern,method,public,matcher(Ljava/lang/CharSequence;)Ljava/util/regex/Matcher;,false,0,false,UNKNOWN,1648
java.sql.ResultSet,method,public,getObject(Ljava/lang/String;Ljava/util/Map;)Ljava/lang/Object;,false,0,false,UNKNOWN,19
java.net.URI,method,public,<init>(Ljava/lang/String;)V,false,0,false,NON_NULL,14
java.nio.charset.CharsetDecoder,method,public,decode(Ljava/nio/ByteBuffer;Ljava/nio/CharBuffer;Z)Ljava/nio/charset/CoderResult;,false,1,false,UNKNOWN,16
javax.swing.JPopupMenu,method,public,show(Ljava/awt/Component;II)V,false,1,false,NON_NULL,33
java.time.Duration,method,public,between(Ljava/time/temporal/Temporal;Ljava/time/temporal/Temporal;)Ljava/time/Duration;,false,0,false,UNKNOWN,49
java.util.List,method,public,add(Ljava/lang/Object;)Z,false,0,false,UNKNOWN,6490
java.time.LocalDateTime,method,public,parse(Ljava/lang/CharSequence;)Ljava/time/LocalDateTime;,false,0,false,UNKNOWN,59
java.math.BigDecimal,method,public,divide(Ljava/math/BigDecimal;II)Ljava/math/BigDecimal;,false,1,false,NON_NULL,21
javax.swing.DefaultComboBoxModel,method,public,<init>([Ljava/lang/Object;)V,false,0,false,UNKNOWN,11
java.util.Calendar,method,public,add(II)V,false,0,false,NON_NULL,111
java.util.EnumMap,method,public,put(Ljava/lang/Enum;Ljava/lang/Object;)Ljava/lang/Object;,false,1,false,UNKNOWN,156
java.util.concurrent.ThreadPoolExecutor,method,public,<init>(IIJLjava/util/concurrent/TimeUnit;Ljava/util/concurrent/BlockingQueue;Ljava/util/concurrent/ThreadFactory;Ljava/util/concurrent/RejectedExecutionHandler;)V,false,5,false,UNKNOWN,32
java.sql.CallableStatement,method,public,setURL(Ljava/lang/String;Ljava/net/URL;)V,false,0,false,UNKNOWN,9
java.lang.Process,method,public,waitFor(JLjava/util/concurrent/TimeUnit;)Z,false,1,false,UNKNOWN,16
java.beans.PropertyDescriptor,method,public,<init>(Ljava/lang/String;Ljava/lang/Class;)V,false,0,false,NON_NULL,88
javax.swing.ListSelectionModel,method,public,setSelectionInterval(II)V,false,1,false,NON_NULL,22
java.net.Authenticator,method,public,requestPasswordAuthentication(Ljava/lang/String;Ljava/net/InetAddress;ILjava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/net/URL;Ljava/net/Authenticator$RequestorType;)Ljava/net/PasswordAuthentication;,false,4,false,NULL,3
java.sql.ResultSet,method,public,updateCharacterStream(ILjava/io/Reader;)V,false,1,false,UNKNOWN,19
javax.swing.tree.TreeModel,method,public,getIndexOfChild(Ljava/lang/Object;Ljava/lang/Object;)I,false,1,false,UNKNOWN,11
javax.script.ScriptEngine,method,public,setBindings(Ljavax/script/Bindings;I)V,false,0,false,NON_NULL,3
java.sql.ResultSetMetaData,method,public,getColumnType(I)I,false,0,false,NON_NULL,21
java.util.Arrays,method,public,toString([D)Ljava/lang/String;,false,0,false,UNKNOWN,1
java.lang.Integer,method,public,valueOf(I)Ljava/lang/Integer;,false,0,false,NON_NULL,8215
javax.swing.JTabbedPane,method,public,add(Ljava/awt/Component;)Ljava/awt/Component;,false,0,false,UNKNOWN,44
java.lang.Throwable,method,public,printStackTrace(Ljava/io/PrintStream;)V,false,0,false,UNKNOWN,65
java.io.File,method,public,listFiles(Ljava/io/FileFilter;)[Ljava/io/File;,false,0,false,NON_NULL,30
java.lang.Character,method,public,isJavaIdentifierPart(C)Z,false,0,false,NON_NULL,6
java.time.LocalDate,method,public,equals(Ljava/lang/Object;)Z,false,0,false,NON_NULL,2
java.lang.String,method,public,regionMatches(ILjava/lang/String;II)Z,false,1,false,UNKNOWN,3
