"","rootClass","class","name","getter","use","index","nullness.jaif","nullness.actual","nullness.usage.null","nullness.usage.non.null","nullness.usage.unknown","n.usage","nullability.evidence","nullability","nullness.usage"
"70","com.google.common.collect.ImmutableSortedSet","com.google.common.collect.ImmutableSortedSet","reverseOrder()",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"71","com.google.common.collect.ImmutableTable","com.google.common.collect.ImmutableTable","builder()",FALSE,"return",-1,"Nullable","NonNull",0,0,2,2,0,0,"NonNull"
"72","com.google.common.collect.Interners$InternerBuilder","com.google.common.collect.Interners$InternerBuilder","strong()",TRUE,"return",-1,"Nullable","NonNull",0,1,0,1,1,1,"Nullable"
"73","com.google.common.collect.Interners$InternerBuilder","com.google.common.collect.Interners$InternerBuilder","weak()",FALSE,"return",-1,"Nullable","NonNull",0,0,1,1,0,0,"NonNull"
"74","com.google.common.collect.Iterables","com.google.common.collect.Iterables","filter(Ljava/lang/Iterable;Lcom/google/common/base/Predicate;)",FALSE,"return",-1,"NonNull","NonNull",0,0,6,6,0,0,"NonNull"
"75","com.google.common.collect.Iterables","com.google.common.collect.Iterables","unmodifiableIterable(Ljava/lang/Iterable;)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"76","com.google.common.collect.Iterators","com.google.common.collect.Iterators","peekingIterator(Ljava/util/Iterator;)",FALSE,"return",-1,"NonNull","NonNull",0,0,5,5,0,0,"NonNull"
"77","com.google.common.collect.LinkedHashMultimap","com.google.common.collect.LinkedHashMultimap","create()",FALSE,"return",-1,"NonNull","NonNull",0,0,5,5,0,0,"NonNull"
"78","com.google.common.collect.LinkedHashMultiset","com.google.common.collect.LinkedHashMultiset","create()",FALSE,"return",-1,"NonNull","NonNull",0,0,3,3,0,0,"NonNull"
"79","com.google.common.collect.LinkedHashMultiset","com.google.common.collect.LinkedHashMultiset","create(I)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"80","com.google.common.collect.LinkedListMultimap","com.google.common.collect.LinkedListMultimap","create()",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"81","com.google.common.collect.Lists","com.google.common.collect.Lists","asList(Ljava/lang/Object;[Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"82","com.google.common.collect.Lists","com.google.common.collect.Lists","newArrayList()",FALSE,"return",-1,"NonNull","NonNull",0,0,239,239,0,0,"NonNull"
"83","com.google.common.collect.Lists","com.google.common.collect.Lists","newArrayList([Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,13,13,0,0,"NonNull"
"84","com.google.common.collect.Lists","com.google.common.collect.Lists","newArrayListWithCapacity(I)",FALSE,"return",-1,"NonNull","NonNull",0,0,19,19,0,0,"NonNull"
"85","com.google.common.collect.Lists","com.google.common.collect.Lists","newArrayListWithExpectedSize(I)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"86","com.google.common.collect.Lists","com.google.common.collect.Lists","newLinkedList()",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"87","com.google.common.collect.MapMaker","com.google.common.collect.MapMaker","initialCapacity(I)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"88","com.google.common.collect.MapMaker","com.google.common.collect.MapMaker","keyEquivalence(Lcom/google/common/base/Equivalence;)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"89","com.google.common.collect.MapMaker","com.google.common.collect.MapMaker","setKeyStrength(Lcom/google/common/collect/MapMakerInternalMap$Strength;)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"90","com.google.common.collect.MapMaker","com.google.common.collect.MapMaker","setValueStrength(Lcom/google/common/collect/MapMakerInternalMap$Strength;)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"91","com.google.common.collect.MapMakerInternalMap","com.google.common.collect.MapMakerInternalMap","getEntry(Ljava/lang/Object;)",FALSE,"return",-1,"Unknown","Nullable",0,0,1,1,0,0,"NonNull"
"92","com.google.common.collect.Maps","com.google.common.collect.Maps","newConcurrentMap()",FALSE,"return",-1,"NonNull","NonNull",0,0,9,9,0,0,"NonNull"
