"","rootClass","class","name","getter","use","index","nullness.jaif","nullness.actual","nullness.usage.null","nullness.usage.non.null","nullness.usage.unknown","n.usage","nullability.evidence","nullability","nullness.usage"
"288","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableCollection$ArrayBasedBuilder","add(Ljava/lang/Object;)",FALSE,"parameter",0,"Unknown","NonNull",0,2,1,3,0,0,"NonNull"
"289","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableCollection$ArrayBasedBuilder","add([Ljava/lang/Object;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,2,2,0,0,"NonNull"
"290","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableCollection$Builder","add([Ljava/lang/Object;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"291","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableCollection$Builder","addAll(Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"292","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableCollection$Builder","addAll(Ljava/util/Iterator;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"293","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableList$Builder","add(Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,18,18,0,0,"NonNull"
"294","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableList$Builder","add([Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"295","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableList$Builder","addAll(Ljava/lang/Iterable;)",FALSE,"return",-1,"NonNull","NonNull",0,0,12,12,0,0,"NonNull"
"296","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableList$Builder","addAll(Ljava/util/Iterator;)",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"297","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableMultiset$Builder","add(Ljava/lang/Object;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,7,7,0,0,"NonNull"
"298","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableMultiset$Builder","add(Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,12,12,0,0,"NonNull"
"299","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableMultiset$Builder","add([Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"300","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSet$Builder","add(Ljava/lang/Object;)",FALSE,"parameter",0,"Unknown","NonNull",0,12,25,37,0,0,"NonNull"
"301","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSet$Builder","add(Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,9,9,0,0,"NonNull"
"302","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSet$Builder","add([Ljava/lang/Object;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,4,4,0,0,"NonNull"
"303","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSet$Builder","add([Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,6,6,0,0,"NonNull"
"304","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSet$Builder","addAll(Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,12,13,0,0,"NonNull"
"305","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSet$Builder","addAll(Ljava/lang/Iterable;)",FALSE,"return",-1,"NonNull","NonNull",0,0,6,6,0,0,"NonNull"
"306","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSet$Builder","addAll(Ljava/util/Iterator;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,1,2,0,0,"NonNull"
"307","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSet$Builder","addAll(Ljava/util/Iterator;)",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"308","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSortedSet$Builder","add([Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,15,15,0,0,"NonNull"
"309","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSortedSet$Builder","addAll(Ljava/util/Iterator;)",FALSE,"return",-1,"NonNull","NonNull",0,0,6,6,0,0,"NonNull"
"310","com.google.common.collect.ImmutableCollection$Builder","com.google.common.collect.ImmutableSortedSet$Builder","build()",FALSE,"return",-1,"NonNull","NonNull",0,0,15,15,0,0,"NonNull"
"311","com.google.common.collect.ImmutableEnumMap","com.google.common.collect.ImmutableEnumMap","asImmutable(Ljava/util/EnumMap;)",FALSE,"parameter",0,"NonNull","NonNull",0,3,0,3,0,0,"NonNull"
"312","com.google.common.collect.ImmutableEnumSet","com.google.common.collect.ImmutableEnumSet","asImmutable(Ljava/util/EnumSet;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,4,5,0,0,"NonNull"
"313","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","asImmutableList([Ljava/lang/Object;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"314","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","asImmutableList([Ljava/lang/Object;I)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"315","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","builder()",FALSE,"return",-1,"NonNull","NonNull",0,0,133,133,0,0,"NonNull"
"316","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","copyOf(Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,37,37,0,0,"NonNull"
"317","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","copyOf(Ljava/util/Collection;)",FALSE,"parameter",0,"NonNull","NonNull",0,47,96,143,0,0,"NonNull"
"318","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","copyOf(Ljava/util/Iterator;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,3,3,0,0,"NonNull"
"319","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","copyOf([Ljava/lang/Object;)",FALSE,"parameter",0,"NonNull","NonNull",0,5,42,47,0,0,"NonNull"
"320","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","of(Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,3,3,0,0,"NonNull"
"321","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","of(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;[Ljava/lang/Object;)",FALSE,"parameter",12,"NonNull","NonNull",0,2,0,2,0,0,"NonNull"
"322","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","reverse()",FALSE,"return",-1,"NonNull","NonNull",0,0,3,3,0,0,"NonNull"
"323","com.google.common.collect.ImmutableList","com.google.common.collect.ImmutableList","sortedCopyOf(Ljava/util/Comparator;Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,3,1,4,0,0,"NonNull"
"324","com.google.common.collect.ImmutableMap","com.google.common.collect.ImmutableBiMap","builder()",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"325","com.google.common.collect.ImmutableMap","com.google.common.collect.ImmutableBiMap","copyOf(Ljava/util/Map;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,4,5,0,0,"NonNull"
"326","com.google.common.collect.ImmutableMap","com.google.common.collect.ImmutableMap","builder()",FALSE,"return",-1,"NonNull","NonNull",0,0,295,295,0,0,"NonNull"
"327","com.google.common.collect.ImmutableMap","com.google.common.collect.ImmutableMap","copyOf(Ljava/util/Map;)",FALSE,"parameter",0,"NonNull","NonNull",0,25,83,108,0,0,"NonNull"
"328","com.google.common.collect.ImmutableMap$Builder","com.google.common.collect.ImmutableMap$Builder","combine(Lcom/google/common/collect/ImmutableMap$Builder;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"329","com.google.common.collect.ImmutableMap$Builder","com.google.common.collect.ImmutableMap$Builder","orderEntriesByValue(Ljava/util/Comparator;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"330","com.google.common.collect.ImmutableMap$Builder","com.google.common.collect.ImmutableMap$Builder","put(Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,690,690,0,0,"NonNull"
"331","com.google.common.collect.ImmutableMap$Builder","com.google.common.collect.ImmutableMap$Builder","put(Ljava/util/Map$Entry;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,4,4,0,0,"NonNull"
"332","com.google.common.collect.ImmutableMap$Builder","com.google.common.collect.ImmutableMap$Builder","putAll(Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"333","com.google.common.collect.ImmutableMap$Builder","com.google.common.collect.ImmutableMap$Builder","putAll(Ljava/util/Map;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,159,159,0,0,"NonNull"
"334","com.google.common.collect.ImmutableMap$Builder","com.google.common.collect.ImmutableSortedMap$Builder","put(Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,276,276,0,0,"NonNull"
"335","com.google.common.collect.ImmutableMap$Builder","com.google.common.collect.ImmutableSortedMap$Builder","putAll(Ljava/util/Map;)",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"336","com.google.common.collect.ImmutableMap$SerializedForm","com.google.common.collect.ImmutableMap$SerializedForm","<init>(Lcom/google/common/collect/ImmutableMap;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,2,3,0,0,"NonNull"
"337","com.google.common.collect.ImmutableMap$SerializedForm","com.google.common.collect.ImmutableMap$SerializedForm","createMap(Lcom/google/common/collect/ImmutableMap$Builder;)",FALSE,"parameter",0,"NonNull","NonNull",0,2,0,2,0,0,"NonNull"
"338","com.google.common.collect.ImmutableMapEntry","com.google.common.collect.ImmutableMapEntry","createEntryArray(I)",FALSE,"return",-1,"Nullable","NonNull",0,0,5,5,0,0,"NonNull"
"339","com.google.common.collect.ImmutableMapValues","com.google.common.collect.ImmutableMapValues","access$000(Lcom/google/common/collect/ImmutableMapValues;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"340","com.google.common.collect.ImmutableMultimap","com.google.common.collect.ImmutableListMultimap","builder()",FALSE,"return",-1,"NonNull","NonNull",0,1,17,18,1,0.0555555555555556,"Nullable"
"341","com.google.common.collect.ImmutableMultimap","com.google.common.collect.ImmutableListMultimap","copyOf(Lcom/google/common/collect/Multimap;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"342","com.google.common.collect.ImmutableMultimap","com.google.common.collect.ImmutableMultimap","builder()",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"343","com.google.common.collect.ImmutableMultimap","com.google.common.collect.ImmutableSetMultimap","builder()",FALSE,"return",-1,"NonNull","NonNull",0,0,19,19,0,0,"NonNull"
"344","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableListMultimap$Builder","putAll(Ljava/lang/Iterable;)",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"345","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","combine(Lcom/google/common/collect/ImmutableMultimap$Builder;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"346","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","orderKeysBy(Ljava/util/Comparator;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"347","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","orderValuesBy(Ljava/util/Comparator;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"348","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","put(Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,8,8,0,0,"NonNull"
"349","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","put(Ljava/util/Map$Entry;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"350","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","putAll(Lcom/google/common/collect/Multimap;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"351","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","putAll(Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"352","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","putAll(Ljava/lang/Object;Ljava/lang/Iterable;)",FALSE,"parameter",0,"Unknown","Nullable",0,0,1,1,0,0,"NonNull"
"353","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableMultimap$Builder","putAll(Ljava/lang/Object;Ljava/lang/Iterable;)",FALSE,"parameter",1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"354","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableSetMultimap$Builder","put(Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"parameter",0,"Unknown","NonNull",0,4,20,24,0,0,"NonNull"
"355","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableSetMultimap$Builder","put(Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"parameter",1,"Unknown","NonNull",0,6,18,24,0,0,"NonNull"
"356","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableSetMultimap$Builder","put(Ljava/util/Map$Entry;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,0,1,0,0,"NonNull"
"357","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableSetMultimap$Builder","putAll(Lcom/google/common/collect/Multimap;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,5,5,0,0,"NonNull"
"358","com.google.common.collect.ImmutableMultimap$Builder","com.google.common.collect.ImmutableSetMultimap$Builder","putAll(Ljava/lang/Iterable;)",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"359","com.google.common.collect.ImmutableMultiset","com.google.common.collect.ImmutableMultiset","copyFromEntries(Ljava/util/Collection;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"360","com.google.common.collect.ImmutableMultiset$Builder","com.google.common.collect.ImmutableMultiset$Builder","addCopies(Ljava/lang/Object;I)",FALSE,"parameter",0,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"361","com.google.common.collect.ImmutableMultiset$Builder","com.google.common.collect.ImmutableMultiset$Builder","setCount(Ljava/lang/Object;I)",FALSE,"parameter",0,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"362","com.google.common.collect.ImmutableMultiset$SerializedForm","com.google.common.collect.ImmutableMultiset$SerializedForm","<init>(Lcom/google/common/collect/Multiset;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,0,1,0,0,"NonNull"
"363","com.google.common.collect.ImmutableRangeMap","com.google.common.collect.ImmutableRangeMap","access$000(Lcom/google/common/collect/ImmutableRangeMap;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,2,2,0,0,"NonNull"
"364","com.google.common.collect.ImmutableRangeMap$Builder","com.google.common.collect.ImmutableRangeMap$Builder","put(Lcom/google/common/collect/Range;Ljava/lang/Object;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"365","com.google.common.collect.ImmutableRangeMap$Builder","com.google.common.collect.ImmutableRangeMap$Builder","put(Lcom/google/common/collect/Range;Ljava/lang/Object;)",FALSE,"parameter",1,"Unknown","NonNull",0,0,2,2,0,0,"NonNull"
"366","com.google.common.collect.ImmutableRangeSet","com.google.common.collect.ImmutableRangeSet","access$000(Lcom/google/common/collect/ImmutableRangeSet;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,15,15,0,0,"NonNull"
"367","com.google.common.collect.ImmutableRangeSet","com.google.common.collect.ImmutableRangeSet","asSet(Lcom/google/common/collect/DiscreteDomain;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"368","com.google.common.collect.ImmutableRangeSet$AsSet","com.google.common.collect.ImmutableRangeSet$AsSet","access$100(Lcom/google/common/collect/ImmutableRangeSet$AsSet;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,2,2,0,0,"NonNull"
"369","com.google.common.collect.ImmutableRangeSet$Builder","com.google.common.collect.ImmutableRangeSet$Builder","addAll(Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"370","com.google.common.collect.ImmutableRangeSet$Builder","com.google.common.collect.ImmutableRangeSet$Builder","addAll(Ljava/lang/Iterable;)",FALSE,"return",-1,"Nullable","NonNull",0,0,1,1,0,0,"NonNull"
"371","com.google.common.collect.ImmutableSet","com.google.common.collect.ImmutableSet","builder()",FALSE,"return",-1,"NonNull","NonNull",0,0,51,51,0,0,"NonNull"
"372","com.google.common.collect.ImmutableSet","com.google.common.collect.ImmutableSet","builderWithExpectedSize(I)",FALSE,"return",-1,"NonNull","NonNull",0,0,6,6,0,0,"NonNull"
"373","com.google.common.collect.ImmutableSet","com.google.common.collect.ImmutableSet","copyOf(Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"374","com.google.common.collect.ImmutableSet","com.google.common.collect.ImmutableSet","copyOf(Ljava/util/Collection;)",FALSE,"parameter",0,"NonNull","NonNull",0,35,81,116,0,0,"NonNull"
"375","com.google.common.collect.ImmutableSet","com.google.common.collect.ImmutableSet","copyOf([Ljava/lang/Object;)",FALSE,"parameter",0,"NonNull","NonNull",0,10,23,33,0,0,"NonNull"
"376","com.google.common.collect.ImmutableSet","com.google.common.collect.ImmutableSet","of(Ljava/lang/Object;)",FALSE,"return",-1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"377","com.google.common.collect.ImmutableSet","com.google.common.collect.ImmutableSet","of(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;[Ljava/lang/Object;)",FALSE,"parameter",6,"NonNull","NonNull",0,7,0,7,0,0,"NonNull"
"378","com.google.common.collect.ImmutableSortedMap","com.google.common.collect.ImmutableSortedMap","access$200(Lcom/google/common/collect/ImmutableSortedMap;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"379","com.google.common.collect.ImmutableSortedMap","com.google.common.collect.ImmutableSortedMap","access$300(Lcom/google/common/collect/ImmutableSortedMap;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"380","com.google.common.collect.ImmutableSortedMap","com.google.common.collect.ImmutableSortedMap","naturalOrder()",FALSE,"return",-1,"NonNull","NonNull",0,0,8,8,0,0,"NonNull"
"381","com.google.common.collect.ImmutableSortedMap","com.google.common.collect.ImmutableSortedMap","orderedBy(Ljava/util/Comparator;)",FALSE,"return",-1,"NonNull","NonNull",0,0,7,7,0,0,"NonNull"
"382","com.google.common.collect.ImmutableSortedMap$Builder","com.google.common.collect.ImmutableSortedMap$Builder","<init>(Ljava/util/Comparator;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,5,5,0,0,"NonNull"
"383","com.google.common.collect.ImmutableSortedMap$SerializedForm","com.google.common.collect.ImmutableSortedMap$SerializedForm","<init>(Lcom/google/common/collect/ImmutableSortedMap;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,0,1,0,0,"NonNull"
"384","com.google.common.collect.ImmutableSortedMultiset","com.google.common.collect.ImmutableSortedMultiset","copyOfSorted(Lcom/google/common/collect/SortedMultiset;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"385","com.google.common.collect.ImmutableSortedMultiset$Builder","com.google.common.collect.ImmutableSortedMultiset$Builder","<init>(Ljava/util/Comparator;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,4,5,0,0,"NonNull"
"386","com.google.common.collect.ImmutableSortedMultiset$SerializedForm","com.google.common.collect.ImmutableSortedMultiset$SerializedForm","<init>(Lcom/google/common/collect/SortedMultiset;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,0,1,0,0,"NonNull"
"387","com.google.common.collect.ImmutableSortedSet","com.google.common.collect.ImmutableSortedSet","construct(Ljava/util/Comparator;I[Ljava/lang/Object;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"388","com.google.common.collect.ImmutableSortedSet","com.google.common.collect.ImmutableSortedSet","construct(Ljava/util/Comparator;I[Ljava/lang/Object;)",FALSE,"parameter",2,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"389","com.google.common.collect.ImmutableSortedSet","com.google.common.collect.ImmutableSortedSet","copyOf(Ljava/util/Comparator;Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"390","com.google.common.collect.ImmutableSortedSet","com.google.common.collect.ImmutableSortedSet","copyOf([Ljava/lang/Comparable;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"391","com.google.common.collect.ImmutableSortedSet","com.google.common.collect.ImmutableSortedSet","orderedBy(Ljava/util/Comparator;)",FALSE,"return",-1,"NonNull","NonNull",0,0,5,5,0,0,"NonNull"
"392","com.google.common.collect.ImmutableSortedSet","com.google.common.collect.ImmutableSortedSet","reverseOrder()",FALSE,"return",-1,"NonNull","NonNull",0,0,2,2,0,0,"NonNull"
"393","com.google.common.collect.ImmutableSortedSet","com.google.common.collect.RegularImmutableSortedSet","indexOf(Ljava/lang/Object;)",FALSE,"parameter",0,"Nullable","Nullable",0,0,2,2,0,0,"NonNull"
"394","com.google.common.collect.ImmutableSortedSet$Builder","com.google.common.collect.ImmutableSortedSet$Builder","<init>(Ljava/util/Comparator;)",FALSE,"parameter",0,"NonNull","NonNull",0,1,8,9,0,0,"NonNull"
"395","com.google.common.collect.ImmutableTable","com.google.common.collect.ImmutableTable","builder()",FALSE,"return",-1,"Nullable","NonNull",0,0,2,2,0,0,"NonNull"
"396","com.google.common.collect.ImmutableTable","com.google.common.collect.ImmutableTable","cellOf(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,5,5,0,0,"NonNull"
"397","com.google.common.collect.ImmutableTable","com.google.common.collect.ImmutableTable","cellOf(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"parameter",1,"Unknown","NonNull",0,0,5,5,0,0,"NonNull"
"398","com.google.common.collect.ImmutableTable","com.google.common.collect.ImmutableTable","cellOf(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"parameter",2,"Unknown","NonNull",0,0,5,5,0,0,"NonNull"
"399","com.google.common.collect.ImmutableTable$Builder","com.google.common.collect.ImmutableTable$Builder","combine(Lcom/google/common/collect/ImmutableTable$Builder;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"400","com.google.common.collect.ImmutableTable$Builder","com.google.common.collect.ImmutableTable$Builder","put(Lcom/google/common/collect/Table$Cell;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"401","com.google.common.collect.ImmutableTable$CollectorState","com.google.common.collect.ImmutableTable$CollectorState","combine(Lcom/google/common/collect/ImmutableTable$CollectorState;Ljava/util/function/BinaryOperator;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"402","com.google.common.collect.ImmutableTable$MutableCell","com.google.common.collect.ImmutableTable$MutableCell","<init>(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"403","com.google.common.collect.ImmutableTable$MutableCell","com.google.common.collect.ImmutableTable$MutableCell","<init>(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"parameter",1,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"404","com.google.common.collect.ImmutableTable$MutableCell","com.google.common.collect.ImmutableTable$MutableCell","<init>(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)",FALSE,"parameter",2,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"405","com.google.common.collect.ImmutableTable$MutableCell","com.google.common.collect.ImmutableTable$MutableCell","merge(Ljava/lang/Object;Ljava/util/function/BinaryOperator;)",FALSE,"parameter",0,"Unknown","NonNull",0,0,1,1,0,0,"NonNull"
"406","com.google.common.collect.ImmutableTable$MutableCell","com.google.common.collect.ImmutableTable$MutableCell","merge(Ljava/lang/Object;Ljava/util/function/BinaryOperator;)",FALSE,"parameter",1,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"407","com.google.common.collect.ImmutableTable$SerializedForm","com.google.common.collect.ImmutableTable$SerializedForm","create(Lcom/google/common/collect/ImmutableTable;[I[I)",FALSE,"parameter",0,"NonNull","NonNull",0,3,0,3,0,0,"NonNull"
"408","com.google.common.collect.Interners$InternerBuilder","com.google.common.collect.Interners$InternerBuilder","strong()",TRUE,"return",-1,"Nullable","NonNull",0,1,0,1,1,1,"Nullable"
"409","com.google.common.collect.Interners$InternerBuilder","com.google.common.collect.Interners$InternerBuilder","weak()",FALSE,"return",-1,"Nullable","NonNull",0,0,1,1,0,0,"NonNull"
"410","com.google.common.collect.Iterables","com.google.common.collect.Iterables","addAll(Ljava/util/Collection;Ljava/lang/Iterable;)",FALSE,"parameter",0,"NonNull","NonNull",0,8,20,28,0,0,"NonNull"
"411","com.google.common.collect.Iterables","com.google.common.collect.Iterables","addAll(Ljava/util/Collection;Ljava/lang/Iterable;)",FALSE,"parameter",1,"NonNull","NonNull",0,1,27,28,0,0,"NonNull"
"412","com.google.common.collect.Iterables","com.google.common.collect.Iterables","all(Ljava/lang/Iterable;Lcom/google/common/base/Predicate;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
"413","com.google.common.collect.Iterables","com.google.common.collect.Iterables","any(Ljava/lang/Iterable;Lcom/google/common/base/Predicate;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,4,4,0,0,"NonNull"
"414","com.google.common.collect.Iterables","com.google.common.collect.Iterables","contains(Ljava/lang/Iterable;Ljava/lang/Object;)",FALSE,"parameter",0,"NonNull","NonNull",0,0,1,1,0,0,"NonNull"
