class,attribute,visibility,name,getter,index,internal,nullness,n
org.apache.commons.io.FileUtils,method,public,copyURLToFile(Ljava/net/URL;Ljava/io/File;)V,false,0,false,NON_NULL,8
org.apache.commons.io.IOUtils,method,public,contentEquals(Ljava/io/InputStream;Ljava/io/InputStream;)Z,false,1,true,NON_NULL,1
org.apache.commons.io.IOUtils,method,public,closeQuietly(Ljava/io/Writer;)V,false,0,false,UNKNOWN,38
org.apache.commons.io.FileCleaningTracker$Tracker,method,private,<init>(Ljava/lang/String;Lorg/apache/commons/io/FileDeleteStrategy;Ljava/lang/Object;Ljava/lang/ref/ReferenceQueue;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.FileUtils,method,public,copyURLToFile(Ljava/net/URL;Ljava/io/File;)V,false,0,false,UNKNOWN,8
org.apache.commons.io.input.ReversedLinesFileReader,method,private,access$600(Lorg/apache/commons/io/input/ReversedLinesFileReader;)I,false,0,true,UNKNOWN,1
org.apache.commons.io.IOUtils,method,public,copy(Ljava/io/InputStream;Ljava/io/Writer;Ljava/nio/charset/Charset;)V,false,1,false,UNKNOWN,5
org.apache.commons.io.FilenameUtils,method,public,getName(Ljava/lang/String;)Ljava/lang/String;,false,0,false,UNKNOWN,12
org.apache.commons.io.input.XmlStreamReaderException,method,public,<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,3,true,NON_NULL,2
org.apache.commons.io.FileUtils,method,public,byteCountToDisplaySize(J)Ljava/lang/String;,false,0,false,NON_NULL,185
org.apache.commons.io.FileUtils,method,public,touch(Ljava/io/File;)V,false,0,false,NON_NULL,5
org.apache.commons.io.FileUtils,method,public,deleteQuietly(Ljava/io/File;)Z,false,0,false,NON_NULL,50
org.apache.commons.io.IOUtils,method,public,lineIterator(Ljava/io/InputStream;Ljava/lang/String;)Lorg/apache/commons/io/LineIterator;,false,0,true,UNKNOWN,1
org.apache.commons.io.FileCleaningTracker,method,public,track(Ljava/io/File;Ljava/lang/Object;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.input.ReversedLinesFileReader$FilePart,method,private,access$100(Lorg/apache/commons/io/input/ReversedLinesFileReader$FilePart;)Ljava/lang/String;,false,0,true,NON_NULL,1
org.apache.commons.io.monitor.FileAlterationListener,method,public,onDirectoryChange(Ljava/io/File;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.filefilter.IOFileFilter,method,public,accept(Ljava/io/File;)Z,false,0,true,NON_NULL,2
org.apache.commons.io.filefilter.AbstractFileFilter,method,public,accept(Ljava/io/File;Ljava/lang/String;)Z,false,1,true,UNKNOWN,1
org.apache.commons.io.input.ProxyInputStream,method,public,<init>(Ljava/io/InputStream;)V,false,0,true,UNKNOWN,8
org.apache.commons.io.FileCleaningTracker,method,public,track(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,false,1,true,UNKNOWN,1
org.apache.commons.io.IOUtils,method,public,toString(Ljava/io/InputStream;Ljava/nio/charset/Charset;)Ljava/lang/String;,false,1,false,UNKNOWN,209
org.apache.commons.io.filefilter.SizeFileFilter,method,public,<init>(J)V,false,0,true,NON_NULL,1
org.apache.commons.io.IOUtils,method,public,closeQuietly(Ljava/io/Closeable;)V,false,0,false,NON_NULL,94
org.apache.commons.io.IOUtils,method,public,closeQuietly(Ljava/net/ServerSocket;)V,false,0,false,NON_NULL,1
org.apache.commons.io.FilenameUtils,method,public,getFullPath(Ljava/lang/String;)Ljava/lang/String;,false,0,false,UNKNOWN,8
org.apache.commons.io.FileUtils,method,public,write(Ljava/io/File;Ljava/lang/CharSequence;Ljava/nio/charset/Charset;)V,false,1,false,UNKNOWN,19
org.apache.commons.io.IOCase,method,public,checkCompareTo(Ljava/lang/String;Ljava/lang/String;)I,false,0,true,UNKNOWN,3
org.apache.commons.io.FilenameUtils,method,public,normalize(Ljava/lang/String;Z)Ljava/lang/String;,false,1,true,NON_NULL,1
org.apache.commons.io.FilenameUtils,method,public,directoryContains(Ljava/lang/String;Ljava/lang/String;)Z,false,0,true,UNKNOWN,1
org.apache.commons.io.IOCase,method,public,checkEquals(Ljava/lang/String;Ljava/lang/String;)Z,false,0,true,NON_NULL,2
org.apache.commons.io.IOUtils,method,public,readLines(Ljava/io/InputStream;Ljava/lang/String;)Ljava/util/List;,false,1,false,UNKNOWN,3
org.apache.commons.io.IOCase,method,public,checkStartsWith(Ljava/lang/String;Ljava/lang/String;)Z,false,0,true,NON_NULL,1
org.apache.commons.io.FileUtils,method,public,sizeOfDirectory(Ljava/io/File;)J,false,0,true,NON_NULL,2
org.apache.commons.io.FileUtils,method,public,readFileToString(Ljava/io/File;Ljava/nio/charset/Charset;)Ljava/lang/String;,false,0,false,NON_NULL,9
org.apache.commons.io.FileUtils,method,public,readLines(Ljava/io/File;Ljava/lang/String;)Ljava/util/List;,false,1,false,UNKNOWN,15
org.apache.commons.io.FileUtils,method,public,readLines(Ljava/io/File;Ljava/nio/charset/Charset;)Ljava/util/List;,false,0,false,NON_NULL,3
org.apache.commons.io.TaggedIOException,method,public,throwCauseIfTaggedWith(Ljava/lang/Throwable;Ljava/lang/Object;)V,false,0,true,UNKNOWN,2
org.apache.commons.io.IOUtils,method,public,copy(Ljava/io/InputStream;Ljava/io/OutputStream;)I,false,1,true,UNKNOWN,2
org.apache.commons.io.input.ReaderInputStream,method,public,<init>(Ljava/io/Reader;Ljava/nio/charset/Charset;)V,false,0,false,NON_NULL,9
org.apache.commons.io.FileUtils,method,public,toFile(Ljava/net/URL;)Ljava/io/File;,false,0,false,UNKNOWN,1
org.apache.commons.io.IOExceptionWithCause,method,public,<init>(Ljava/lang/String;Ljava/lang/Throwable;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.filefilter.SuffixFileFilter,method,public,<init>(Ljava/lang/String;)V,false,0,false,NON_NULL,6
org.apache.commons.io.input.ReversedLinesFileReader,method,private,access$800(Lorg/apache/commons/io/input/ReversedLinesFileReader;)[[B,false,0,true,UNKNOWN,1
org.apache.commons.io.filefilter.AbstractFileFilter,method,public,accept(Ljava/io/File;)Z,false,0,true,UNKNOWN,1
org.apache.commons.io.IOUtils,method,public,closeQuietly(Ljava/io/Reader;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.comparator.AbstractFileComparator,method,public,sort(Ljava/util/List;)Ljava/util/List;,false,0,true,UNKNOWN,8
org.apache.commons.io.output.ThresholdingOutputStream,method,public,<init>(I)V,false,0,true,NON_NULL,1
org.apache.commons.io.input.ReversedLinesFileReader$FilePart,method,private,<init>(Lorg/apache/commons/io/input/ReversedLinesFileReader;JI[BLorg/apache/commons/io/input/ReversedLinesFileReader$1;)V,false,4,true,NULL,1
org.apache.commons.io.FileCleaningTracker$Tracker,method,private,<init>(Ljava/lang/String;Lorg/apache/commons/io/FileDeleteStrategy;Ljava/lang/Object;Ljava/lang/ref/ReferenceQueue;)V,false,2,true,UNKNOWN,1
org.apache.commons.io.LineIterator,method,public,<init>(Ljava/io/Reader;)V,false,0,true,NON_NULL,1
org.apache.commons.io.FileUtils,method,public,openOutputStream(Ljava/io/File;Z)Ljava/io/FileOutputStream;,false,1,false,NON_NULL,1
org.apache.commons.io.FileCleaningTracker,method,public,track(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.input.ReversedLinesFileReader,method,private,access$700(Lorg/apache/commons/io/input/ReversedLinesFileReader;)I,false,0,true,UNKNOWN,1
org.apache.commons.io.FileUtils,method,public,copyURLToFile(Ljava/net/URL;Ljava/io/File;II)V,false,0,false,NON_NULL,1
org.apache.commons.io.FileUtils,method,public,write(Ljava/io/File;Ljava/lang/CharSequence;Ljava/nio/charset/Charset;)V,false,2,false,UNKNOWN,24
org.apache.commons.io.TaggedIOException,method,public,throwCauseIfTaggedWith(Ljava/lang/Throwable;Ljava/lang/Object;)V,false,1,true,UNKNOWN,2
org.apache.commons.io.input.XmlStreamReaderException,method,public,<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,0,true,UNKNOWN,5
org.apache.commons.io.IOUtils,method,public,toString(Ljava/io/InputStream;Ljava/nio/charset/Charset;)Ljava/lang/String;,false,0,false,NON_NULL,72
org.apache.commons.io.FilenameUtils,method,public,normalizeNoEndSeparator(Ljava/lang/String;Z)Ljava/lang/String;,false,0,false,UNKNOWN,5
org.apache.commons.io.FileUtils,method,public,writeStringToFile(Ljava/io/File;Ljava/lang/String;Ljava/lang/String;)V,false,1,false,UNKNOWN,71
org.apache.commons.io.FileUtils,method,public,copyDirectory(Ljava/io/File;Ljava/io/File;)V,false,0,false,NON_NULL,15
org.apache.commons.io.IOUtils,method,public,copyLarge(Ljava/io/InputStream;Ljava/io/OutputStream;)J,false,1,true,UNKNOWN,1
org.apache.commons.io.IOCase,method,public,checkRegionMatches(Ljava/lang/String;ILjava/lang/String;)Z,false,1,true,NON_NULL,1
org.apache.commons.io.input.ReversedLinesFileReader,method,private,access$500(Lorg/apache/commons/io/input/ReversedLinesFileReader;)Ljava/nio/charset/Charset;,false,0,true,UNKNOWN,3
org.apache.commons.io.IOUtils,method,public,closeQuietly(Ljava/io/Writer;)V,false,0,false,NON_NULL,21
org.apache.commons.io.filefilter.FileFilterUtils,method,public,and([Lorg/apache/commons/io/filefilter/IOFileFilter;)Lorg/apache/commons/io/filefilter/IOFileFilter;,false,0,true,NON_NULL,2
org.apache.commons.io.FileUtils,method,public,moveFile(Ljava/io/File;Ljava/io/File;)V,false,0,false,UNKNOWN,11
org.apache.commons.io.FileUtils,method,public,copyFile(Ljava/io/File;Ljava/io/OutputStream;)J,false,0,false,UNKNOWN,5
org.apache.commons.io.FileUtils,method,public,isFileNewer(Ljava/io/File;J)Z,false,0,true,UNKNOWN,2
org.apache.commons.io.IOUtils,method,public,toString(Ljava/net/URL;Ljava/nio/charset/Charset;)Ljava/lang/String;,false,1,false,UNKNOWN,12
org.apache.commons.io.FilenameUtils,method,public,wildcardMatch(Ljava/lang/String;Ljava/lang/String;Lorg/apache/commons/io/IOCase;)Z,false,2,true,UNKNOWN,2
org.apache.commons.io.IOUtils,method,public,lineIterator(Ljava/io/InputStream;Ljava/lang/String;)Lorg/apache/commons/io/LineIterator;,false,1,false,UNKNOWN,2
org.apache.commons.io.IOUtils,method,public,write([BLjava/io/OutputStream;)V,false,1,false,NON_NULL,3
org.apache.commons.io.IOUtils,method,public,closeQuietly(Ljava/io/InputStream;)V,false,0,false,UNKNOWN,333
org.apache.commons.io.filefilter.NameFileFilter,method,public,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.ByteOrderMark,method,public,<init>(Ljava/lang/String;[I)V,false,0,true,NON_NULL,6
org.apache.commons.io.input.XmlStreamReaderException,method,public,<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,1,true,UNKNOWN,5
org.apache.commons.io.IOUtils,method,public,closeQuietly([Ljava/io/Closeable;)V,false,0,false,NON_NULL,2
org.apache.commons.io.IOUtils,method,public,copy(Ljava/io/InputStream;Ljava/io/OutputStream;)I,false,1,true,NON_NULL,1
org.apache.commons.io.FileUtils,method,public,deleteDirectory(Ljava/io/File;)V,false,0,false,UNKNOWN,2
org.apache.commons.io.output.ProxyOutputStream,method,public,write([BII)V,false,2,true,NON_NULL,1
org.apache.commons.io.FilenameUtils,method,public,concat(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,false,1,false,UNKNOWN,12
org.apache.commons.io.filefilter.WildcardFileFilter,method,public,<init>(Ljava/lang/String;)V,false,0,false,UNKNOWN,2
org.apache.commons.io.IOUtils,method,public,copy(Ljava/io/InputStream;Ljava/io/OutputStream;)I,false,1,false,UNKNOWN,54
org.apache.commons.io.input.TeeInputStream,method,public,<init>(Ljava/io/InputStream;Ljava/io/OutputStream;)V,false,0,false,NON_NULL,2
org.apache.commons.io.filefilter.AndFileFilter,method,public,<init>(Lorg/apache/commons/io/filefilter/IOFileFilter;Lorg/apache/commons/io/filefilter/IOFileFilter;)V,false,0,true,UNKNOWN,4
org.apache.commons.io.filefilter.SuffixFileFilter,method,public,<init>(Ljava/lang/String;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.ThreadMonitor,method,public,stop(Ljava/lang/Thread;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.IOUtils,method,public,copyLarge(Ljava/io/InputStream;Ljava/io/OutputStream;)J,false,0,false,NON_NULL,5
org.apache.commons.io.input.BOMInputStream,method,public,<init>(Ljava/io/InputStream;Z[Lorg/apache/commons/io/ByteOrderMark;)V,false,2,true,UNKNOWN,6
org.apache.commons.io.DirectoryWalker$CancelException,method,public,<init>(Ljava/io/File;I)V,false,0,true,UNKNOWN,1
org.apache.commons.io.FilenameUtils,method,public,getBaseName(Ljava/lang/String;)Ljava/lang/String;,false,0,false,UNKNOWN,37
org.apache.commons.io.IOUtils,method,public,readLines(Ljava/io/InputStream;)Ljava/util/List;,false,0,false,UNKNOWN,14
org.apache.commons.io.FileDeleteStrategy,method,protected,<init>(Ljava/lang/String;)V,false,0,true,NON_NULL,1
org.apache.commons.io.FileCleaningTracker,method,public,track(Ljava/io/File;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,false,1,true,UNKNOWN,1
org.apache.commons.io.FileUtils,method,public,copyFile(Ljava/io/File;Ljava/io/OutputStream;)J,false,0,false,NON_NULL,3
org.apache.commons.io.FileUtils,method,public,copyFile(Ljava/io/File;Ljava/io/OutputStream;)J,false,1,false,UNKNOWN,2
org.apache.commons.io.filefilter.DelegateFileFilter,method,public,<init>(Ljava/io/FileFilter;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.filefilter.AndFileFilter,method,public,<init>(Ljava/util/List;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.filefilter.OrFileFilter,method,public,<init>(Ljava/util/List;)V,false,0,true,UNKNOWN,1
org.apache.commons.io.filefilter.NotFileFilter,method,public,<init>(Lorg/apache/commons/io/filefilter/IOFileFilter;)V,false,0,true,NON_NULL,4
org.apache.commons.io.IOCase,method,public,checkEquals(Ljava/lang/String;Ljava/lang/String;)Z,false,1,true,UNKNOWN,2
org.apache.commons.io.input.ProxyInputStream,method,public,read([BII)I,false,1,true,NON_NULL,3
org.apache.commons.io.filefilter.MagicNumberFileFilter,method,public,<init>(Ljava/lang/String;J)V,false,1,true,NON_NULL,1
org.apache.commons.io.FilenameUtils,method,public,normalize(Ljava/lang/String;Z)Ljava/lang/String;,false,0,false,UNKNOWN,5
