"","rootClass","abstract","class","attribute","name","use","index","primitive","jar","jar.public","jar.original","nullness.jaif","jaif","jaif.known","jaif.integrity.disagree","definition","definition.known","nullness.definition","compatible"
"59","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","of(I[I)","parameter",1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"60","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","copyOf([I)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"61","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","copyOf(Ljava/util/Collection;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"62","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","copyOf(Ljava/util/stream/IntStream;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"63","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","builder(I)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"64","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","builder()","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"65","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","<init>([I)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"66","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","forEach(Ljava/util/function/IntConsumer;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"67","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","asList()","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"68","com.google.common.primitives.ImmutableIntArray","false","com.google.common.primitives.ImmutableIntArray","method","trimmed()","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"69","com.google.common.collect.Lists$AbstractListWrapper","false","com.google.common.collect.Lists$AbstractListWrapper","method","<init>(Ljava/util/List;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"70","com.google.common.io.CharSource","false","com.google.common.io.ByteSource$AsCharSource","method","asByteSource(Ljava/nio/charset/Charset;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"71","com.google.common.io.CharSource","false","com.google.common.io.ByteSource$AsCharSource","method","openStream()","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"72","com.google.common.io.CharSource","false","com.google.common.io.ByteSource$AsCharSource","method","read()","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"73","com.google.common.base.Equivalence$Wrapper","false","com.google.common.base.Equivalence$Wrapper","method","<init>(Lcom/google/common/base/Equivalence;Ljava/lang/Object;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"74","com.google.common.collect.Cut","false","com.google.common.collect.Cut$BelowAll","method","describeAsLowerBound(Ljava/lang/StringBuilder;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"75","com.google.common.collect.Cut","false","com.google.common.collect.Cut$BelowAll","method","leastValueAbove(Lcom/google/common/collect/DiscreteDomain;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"76","com.google.common.collect.Cut","false","com.google.common.collect.Cut$BelowAll","method","canonical(Lcom/google/common/collect/DiscreteDomain;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"77","java.lang.Object","false","com.google.common.collect.Cut$BelowAll","method","toString()","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"78","com.google.common.base.Platform","false","com.google.common.base.Platform","method","precomputeCharMatcher(Lcom/google/common/base/CharMatcher;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"79","com.google.common.base.Platform","false","com.google.common.base.Platform","method","getEnumIfPresent(Ljava/lang/Class;Ljava/lang/String;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"80","com.google.common.base.Platform","false","com.google.common.base.Platform","method","stringIsNullOrEmpty(Ljava/lang/String;)","parameter",0,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"81","com.google.common.base.Platform","false","com.google.common.base.Platform","method","compilePattern(Ljava/lang/String;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"82","com.google.common.primitives.SignedBytes","false","com.google.common.primitives.SignedBytes","method","min([B)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"83","com.google.common.primitives.SignedBytes","false","com.google.common.primitives.SignedBytes","method","max([B)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"84","com.google.common.primitives.SignedBytes","false","com.google.common.primitives.SignedBytes","method","join(Ljava/lang/String;[B)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"85","com.google.common.primitives.SignedBytes","false","com.google.common.primitives.SignedBytes","method","join(Ljava/lang/String;[B)","parameter",1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"86","com.google.common.primitives.SignedBytes","false","com.google.common.primitives.SignedBytes","method","sortDescending([B)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"87","com.google.common.primitives.SignedBytes","false","com.google.common.primitives.SignedBytes","method","sortDescending([BII)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"88","com.google.common.hash.HashFunction","false","com.google.common.hash.ChecksumHashFunction","method","newHasher()","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"89","com.google.common.collect.ContiguousSet","false","com.google.common.collect.ContiguousSet","method","create(Lcom/google/common/collect/Range;Lcom/google/common/collect/DiscreteDomain;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"90","com.google.common.collect.ContiguousSet","false","com.google.common.collect.ContiguousSet","method","create(Lcom/google/common/collect/Range;Lcom/google/common/collect/DiscreteDomain;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"91","com.google.common.collect.ContiguousSet","false","com.google.common.collect.ContiguousSet","method","create(Lcom/google/common/collect/Range;Lcom/google/common/collect/DiscreteDomain;)","parameter",1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"92","com.google.common.graph.ConfigurableValueGraph","false","com.google.common.graph.ConfigurableValueGraph","method","<init>(Lcom/google/common/graph/AbstractGraphBuilder;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"93","com.google.common.graph.ConfigurableValueGraph","false","com.google.common.graph.ConfigurableValueGraph","method","<init>(Lcom/google/common/graph/AbstractGraphBuilder;Ljava/util/Map;J)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"94","com.google.common.graph.ConfigurableValueGraph","false","com.google.common.graph.ConfigurableValueGraph","method","checkedConnections(Ljava/lang/Object;)","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"95","com.google.common.graph.EndpointPair","false","com.google.common.graph.EndpointPair","method","ordered(Ljava/lang/Object;Ljava/lang/Object;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"96","com.google.common.graph.EndpointPair","false","com.google.common.graph.EndpointPair","method","unordered(Ljava/lang/Object;Ljava/lang/Object;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"97","com.google.common.graph.EndpointPair","false","com.google.common.graph.EndpointPair","method","of(Lcom/google/common/graph/Graph;Ljava/lang/Object;Ljava/lang/Object;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"98","com.google.common.graph.EndpointPair","false","com.google.common.graph.EndpointPair","method","of(Lcom/google/common/graph/Network;Ljava/lang/Object;Ljava/lang/Object;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"99","com.google.common.graph.EndpointPair","false","com.google.common.graph.EndpointPair","method","adjacentNode(Ljava/lang/Object;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"100","java.util.function.Supplier","false","com.google.common.cache.LongAddables$2","method","get()","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"101","java.util.Iterator","false","com.google.common.collect.AbstractBiMap$1","method","next()","return",-1,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"102","com.google.common.base.internal.Finalizer","false","com.google.common.base.internal.Finalizer","method","startFinalizer(Ljava/lang/Class;Ljava/lang/ref/ReferenceQueue;Ljava/lang/ref/PhantomReference;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"103","com.google.common.base.internal.Finalizer","false","com.google.common.base.internal.Finalizer","method","cleanUp(Ljava/lang/ref/Reference;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"104","com.google.common.base.internal.Finalizer","false","com.google.common.base.internal.Finalizer","method","getFinalizeReferentMethod()","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"105","com.google.common.base.internal.Finalizer","false","com.google.common.base.internal.Finalizer","method","getInheritableThreadLocalsField()","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"106","com.google.common.base.internal.Finalizer","false","com.google.common.base.internal.Finalizer","method","getBigThreadConstructor()","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"107","java.lang.Iterable","false","com.google.common.collect.Sets$2","method","iterator()","return",-1,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"108","java.util.Map","false","com.google.common.collect.StandardTable$RowMap","method","remove(Ljava/lang/Object;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"109","com.google.common.collect.RangeMap","false","com.google.common.collect.TreeRangeMap$1","method","get(Ljava/lang/Comparable;)","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"110","com.google.common.collect.RangeMap","false","com.google.common.collect.TreeRangeMap$1","method","getEntry(Ljava/lang/Comparable;)","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"111","com.google.common.collect.RangeMap","false","com.google.common.collect.TreeRangeMap$1","method","put(Lcom/google/common/collect/Range;Ljava/lang/Object;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"112","com.google.common.collect.RangeMap","false","com.google.common.collect.TreeRangeMap$1","method","putCoalescing(Lcom/google/common/collect/Range;Ljava/lang/Object;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"113","com.google.common.collect.RangeMap","false","com.google.common.collect.TreeRangeMap$1","method","putAll(Lcom/google/common/collect/RangeMap;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"114","com.google.common.collect.RangeMap","false","com.google.common.collect.TreeRangeMap$1","method","remove(Lcom/google/common/collect/Range;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"115","com.google.common.collect.RangeMap","false","com.google.common.collect.TreeRangeMap$1","method","subRangeMap(Lcom/google/common/collect/Range;)","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"116","com.google.common.collect.RangeMap","false","com.google.common.collect.TreeRangeMap$1","method","subRangeMap(Lcom/google/common/collect/Range;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
