"","rootClass","abstract","class","attribute","name","use","index","primitive","jar","jar.public","jar.original","nullness.jaif","jaif","jaif.known","jaif.integrity.disagree","definition","definition.known","nullness.definition","compatible"
"581","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","putAll(Ljava/lang/Iterable;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"582","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","putAll(Ljava/lang/Object;Ljava/lang/Iterable;)","return",-1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"583","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","putAll(Ljava/lang/Object;Ljava/lang/Iterable;)","parameter",1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"584","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","putAll(Lcom/google/common/collect/Multimap;)","return",-1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"585","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","putAll(Lcom/google/common/collect/Multimap;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"586","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","orderKeysBy(Ljava/util/Comparator;)","return",-1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"587","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","orderKeysBy(Ljava/util/Comparator;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"588","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","orderValuesBy(Ljava/util/Comparator;)","return",-1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"589","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","orderValuesBy(Ljava/util/Comparator;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"590","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","combine(Lcom/google/common/collect/ImmutableMultimap$Builder;)","return",-1,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"591","com.google.common.collect.ImmutableMultimap$Builder","false","com.google.common.collect.ImmutableMultimap$Builder","method","combine(Lcom/google/common/collect/ImmutableMultimap$Builder;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"592","com.google.common.eventbus.Dispatcher","false","com.google.common.eventbus.Dispatcher","method","perThreadDispatchQueue()","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"593","com.google.common.eventbus.Dispatcher","false","com.google.common.eventbus.Dispatcher","method","legacyAsync()","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"594","com.google.common.collect.MapMakerInternalMap$Segment","false","com.google.common.collect.MapMakerInternalMap$WeakKeyDummyValueSegment","method","self()","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"595","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","makeChecked(Lcom/google/common/util/concurrent/ListenableFuture;Lcom/google/common/base/Function;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"596","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","makeChecked(Lcom/google/common/util/concurrent/ListenableFuture;Lcom/google/common/base/Function;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"597","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","immediateFuture(Ljava/lang/Object;)","parameter",0,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"598","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","immediateCheckedFuture(Ljava/lang/Object;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"599","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","immediateFailedFuture(Ljava/lang/Throwable;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"600","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","immediateFailedFuture(Ljava/lang/Throwable;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"601","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","immediateCancelledFuture()","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"602","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","immediateFailedCheckedFuture(Ljava/lang/Exception;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"603","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","submitAsync(Lcom/google/common/util/concurrent/AsyncCallable;Ljava/util/concurrent/Executor;)","parameter",1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"604","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","scheduleAsync(Lcom/google/common/util/concurrent/AsyncCallable;JLjava/util/concurrent/TimeUnit;Ljava/util/concurrent/ScheduledExecutorService;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"605","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","scheduleAsync(Lcom/google/common/util/concurrent/AsyncCallable;JLjava/util/concurrent/TimeUnit;Ljava/util/concurrent/ScheduledExecutorService;)","parameter",3,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"606","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","lazyTransform(Ljava/util/concurrent/Future;Lcom/google/common/base/Function;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"607","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","lazyTransform(Ljava/util/concurrent/Future;Lcom/google/common/base/Function;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"608","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","lazyTransform(Ljava/util/concurrent/Future;Lcom/google/common/base/Function;)","parameter",1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"609","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","allAsList([Lcom/google/common/util/concurrent/ListenableFuture;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"610","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","allAsList(Ljava/lang/Iterable;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"611","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","whenAllComplete([Lcom/google/common/util/concurrent/ListenableFuture;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"612","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","whenAllComplete(Ljava/lang/Iterable;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"613","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","whenAllSucceed([Lcom/google/common/util/concurrent/ListenableFuture;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"614","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","whenAllSucceed(Ljava/lang/Iterable;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"615","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","nonCancellationPropagating(Lcom/google/common/util/concurrent/ListenableFuture;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"616","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","nonCancellationPropagating(Lcom/google/common/util/concurrent/ListenableFuture;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"617","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","successfulAsList([Lcom/google/common/util/concurrent/ListenableFuture;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"618","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","successfulAsList(Ljava/lang/Iterable;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"619","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","inCompletionOrder(Ljava/lang/Iterable;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"620","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","addCallback(Lcom/google/common/util/concurrent/ListenableFuture;Lcom/google/common/util/concurrent/FutureCallback;Ljava/util/concurrent/Executor;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"621","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","addCallback(Lcom/google/common/util/concurrent/ListenableFuture;Lcom/google/common/util/concurrent/FutureCallback;Ljava/util/concurrent/Executor;)","parameter",1,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"622","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","getDone(Ljava/util/concurrent/Future;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"623","com.google.common.util.concurrent.Futures","false","com.google.common.util.concurrent.Futures","method","getUnchecked(Ljava/util/concurrent/Future;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"624","com.google.common.util.concurrent.ServiceManager$ServiceManagerState$2","false","com.google.common.util.concurrent.ServiceManager$ServiceManagerState$2","method","call(Lcom/google/common/util/concurrent/ServiceManager$Listener;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"625","com.google.common.hash.MessageDigestHashFunction$SerializedForm","false","com.google.common.hash.MessageDigestHashFunction$SerializedForm","method","readResolve()","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"626","com.google.common.cache.CacheBuilderSpec$ValueParser","false","com.google.common.cache.CacheBuilderSpec$IntegerParser","method","parse(Lcom/google/common/cache/CacheBuilderSpec;Ljava/lang/String;Ljava/lang/String;)","parameter",2,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"627","com.google.common.io.CharSink","false","com.google.common.io.ByteSink$AsCharSink","method","openStream()","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"628","com.google.common.hash.AbstractStreamingHasher","false","com.google.common.hash.SipHashFunction$SipHasher","method","process(Ljava/nio/ByteBuffer;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"629","com.google.common.hash.AbstractStreamingHasher","false","com.google.common.hash.SipHashFunction$SipHasher","method","processRemaining(Ljava/nio/ByteBuffer;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"630","com.google.common.collect.Multimaps$CustomMultimap","false","com.google.common.collect.Multimaps$CustomMultimap","method","<init>(Ljava/util/Map;Lcom/google/common/base/Supplier;)","parameter",1,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"631","com.google.common.collect.Multimaps$CustomMultimap","false","com.google.common.collect.Multimaps$CustomMultimap","method","writeObject(Ljava/io/ObjectOutputStream;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"632","com.google.common.collect.Multimaps$CustomMultimap","false","com.google.common.collect.Multimaps$CustomMultimap","method","readObject(Ljava/io/ObjectInputStream;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"633","com.google.common.util.concurrent.TimeLimiter","false","com.google.common.util.concurrent.FakeTimeLimiter","method","newProxy(Ljava/lang/Object;Ljava/lang/Class;JLjava/util/concurrent/TimeUnit;)","parameter",1,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"634","com.google.common.util.concurrent.TimeLimiter","false","com.google.common.util.concurrent.FakeTimeLimiter","method","newProxy(Ljava/lang/Object;Ljava/lang/Class;JLjava/util/concurrent/TimeUnit;)","parameter",3,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"635","com.google.common.util.concurrent.TimeLimiter","false","com.google.common.util.concurrent.FakeTimeLimiter","method","callWithTimeout(Ljava/util/concurrent/Callable;JLjava/util/concurrent/TimeUnit;)","parameter",0,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"636","com.google.common.util.concurrent.TimeLimiter","false","com.google.common.util.concurrent.FakeTimeLimiter","method","callWithTimeout(Ljava/util/concurrent/Callable;JLjava/util/concurrent/TimeUnit;)","parameter",2,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"637","com.google.common.util.concurrent.TimeLimiter","false","com.google.common.util.concurrent.FakeTimeLimiter","method","runWithTimeout(Ljava/lang/Runnable;JLjava/util/concurrent/TimeUnit;)","parameter",0,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"638","com.google.common.util.concurrent.TimeLimiter","false","com.google.common.util.concurrent.FakeTimeLimiter","method","runWithTimeout(Ljava/lang/Runnable;JLjava/util/concurrent/TimeUnit;)","parameter",2,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"639","com.google.common.util.concurrent.Monitor$Guard","false","com.google.common.util.concurrent.Monitor$Guard","method","<init>(Lcom/google/common/util/concurrent/Monitor;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"640","com.google.common.reflect.Types$TypeVariableImpl","false","com.google.common.reflect.Types$TypeVariableImpl","method","<init>(Ljava/lang/reflect/GenericDeclaration;Ljava/lang/String;[Ljava/lang/reflect/Type;)","parameter",1,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"641","java.lang.Object","false","com.google.common.reflect.Types$TypeVariableImpl","method","equals(Ljava/lang/Object;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"642","com.google.common.io.BaseEncoding$StandardBaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","<init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Character;)","parameter",1,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"643","com.google.common.io.BaseEncoding$StandardBaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","<init>(Lcom/google/common/io/BaseEncoding$Alphabet;Ljava/lang/Character;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"644","com.google.common.io.BaseEncoding$StandardBaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","<init>(Lcom/google/common/io/BaseEncoding$Alphabet;Ljava/lang/Character;)","parameter",1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"645","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","encodingStream(Ljava/io/Writer;)","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"646","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","encodingStream(Ljava/io/Writer;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"647","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","encodeTo(Ljava/lang/Appendable;[BII)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"648","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","encodeTo(Ljava/lang/Appendable;[BII)","parameter",1,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"649","com.google.common.io.BaseEncoding$StandardBaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","encodeChunkTo(Ljava/lang/Appendable;[BII)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"650","com.google.common.io.BaseEncoding$StandardBaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","encodeChunkTo(Ljava/lang/Appendable;[BII)","parameter",1,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"651","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","trimTrailingPadding(Ljava/lang/CharSequence;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"652","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","canDecode(Ljava/lang/CharSequence;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"653","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","decodeTo([BLjava/lang/CharSequence;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"654","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","decodingStream(Ljava/io/Reader;)","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"655","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","decodingStream(Ljava/io/Reader;)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"656","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","withSeparator(Ljava/lang/String;I)","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"657","com.google.common.io.BaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","withSeparator(Ljava/lang/String;I)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"658","com.google.common.io.BaseEncoding$StandardBaseEncoding","false","com.google.common.io.BaseEncoding$StandardBaseEncoding","method","newInstance(Lcom/google/common/io/BaseEncoding$Alphabet;Ljava/lang/Character;)","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"659","com.google.common.collect.ImmutableCollection","false","com.google.common.collect.SingletonImmutableSet","method","copyIntoArray([Ljava/lang/Object;I)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"660","com.google.common.io.ReaderInputStream","false","com.google.common.io.ReaderInputStream","method","<init>(Ljava/io/Reader;Ljava/nio/charset/Charset;I)","parameter",1,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"661","com.google.common.io.ReaderInputStream","false","com.google.common.io.ReaderInputStream","method","<init>(Ljava/io/Reader;Ljava/nio/charset/CharsetEncoder;I)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"662","com.google.common.io.ReaderInputStream","false","com.google.common.io.ReaderInputStream","method","<init>(Ljava/io/Reader;Ljava/nio/charset/CharsetEncoder;I)","parameter",1,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"663","java.io.InputStream","false","com.google.common.io.ReaderInputStream","method","read([BII)","parameter",0,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"664","com.google.common.io.ReaderInputStream","false","com.google.common.io.ReaderInputStream","method","grow(Ljava/nio/CharBuffer;)","return",-1,"false","jar",NA,"jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"665","com.google.common.io.ReaderInputStream","false","com.google.common.io.ReaderInputStream","method","grow(Ljava/nio/CharBuffer;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"666","com.google.common.io.ReaderInputStream","false","com.google.common.io.ReaderInputStream","method","availableCapacity(Ljava/nio/Buffer;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"667","com.google.common.escape.ArrayBasedUnicodeEscaper","false","com.google.common.escape.ArrayBasedUnicodeEscaper","method","<init>(Lcom/google/common/escape/ArrayBasedEscaperMap;IILjava/lang/String;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"668","com.google.common.escape.Escaper","false","com.google.common.escape.ArrayBasedUnicodeEscaper","method","escape(Ljava/lang/String;)","parameter",0,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"669","com.google.common.escape.UnicodeEscaper","false","com.google.common.escape.ArrayBasedUnicodeEscaper","method","nextEscapeIndex(Ljava/lang/CharSequence;II)","parameter",0,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"670","com.google.common.escape.UnicodeEscaper","false","com.google.common.escape.ArrayBasedUnicodeEscaper","method","escape(I)","return",-1,"false","jar","jar.public",NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"671","com.google.common.graph.Traverser","false","com.google.common.graph.Traverser","method","forGraph(Lcom/google/common/graph/SuccessorsFunction;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"672","com.google.common.graph.Traverser","false","com.google.common.graph.Traverser","method","forGraph(Lcom/google/common/graph/SuccessorsFunction;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"673","com.google.common.graph.Traverser","false","com.google.common.graph.Traverser","method","forTree(Lcom/google/common/graph/SuccessorsFunction;)","return",-1,"false","jar","jar.public","jar.original","Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"674","com.google.common.graph.Traverser","false","com.google.common.graph.Traverser","method","forTree(Lcom/google/common/graph/SuccessorsFunction;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"675","com.google.common.base.Functions$ForMapWithDefault","false","com.google.common.base.Functions$ForMapWithDefault","method","<init>(Ljava/util/Map;Ljava/lang/Object;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"676","com.google.common.collect.TreeRangeSet$RangesByUpperBound","false","com.google.common.collect.TreeRangeSet$RangesByUpperBound","method","subMap(Lcom/google/common/collect/Range;)","parameter",0,"false","jar",NA,"jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"677","java.util.Map","false","com.google.common.collect.TreeRangeSet$RangesByUpperBound","method","get(Ljava/lang/Object;)","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
"678","com.google.common.collect.AbstractNavigableMap","false","com.google.common.collect.TreeRangeSet$RangesByUpperBound","method","descendingEntryIterator()","return",-1,"false","jar",NA,NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"679","java.lang.Iterable","false","com.google.common.collect.HashBiMap$Inverse$InverseKeySet","method","iterator()","return",-1,"false","jar",NA,NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"680","com.google.common.collect.ImmutableRangeSet","false","com.google.common.collect.ImmutableRangeSet","method","of(Lcom/google/common/collect/Range;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"681","com.google.common.collect.ImmutableRangeSet","false","com.google.common.collect.ImmutableRangeSet","method","copyOf(Lcom/google/common/collect/RangeSet;)","parameter",0,"false","jar","jar.public","jar.original","NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"682","com.google.common.collect.RangeSet","false","com.google.common.collect.ImmutableRangeSet","method","intersects(Lcom/google/common/collect/Range;)","parameter",0,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"683","com.google.common.collect.RangeSet","false","com.google.common.collect.ImmutableRangeSet","method","encloses(Lcom/google/common/collect/Range;)","parameter",0,"false","jar","jar.public",NA,"NonNull","jaif","jaif.known",NA,"definition","definition.known","NonNull",TRUE
"684","com.google.common.collect.RangeSet","false","com.google.common.collect.ImmutableRangeSet","method","rangeContaining(Ljava/lang/Comparable;)","return",-1,"false","jar","jar.public",NA,"Nullable","jaif","jaif.known",NA,"definition","definition.known","Nullable",TRUE
