class,attribute,visibility,name,index,type,primitive,nullness
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>([Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>([Ljava/lang/String;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>(Ljava/util/List;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>(Ljava/util/List;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.NameFileFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.NameFileFilter,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.NotFileFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.NotFileFilter,field,,filter,-1,,,NonNull
org.apache.commons.io.filefilter.NotFileFilter,method,,<init>(Lorg/apache/commons/io/filefilter/IOFileFilter;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.NotFileFilter,method,,<init>(Lorg/apache/commons/io/filefilter/IOFileFilter;)V,0,Lorg/apache/commons/io/filefilter/IOFileFilter;,false,NonNull
org.apache.commons.io.filefilter.NotFileFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.NotFileFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.NotFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.NotFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.NotFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.NotFileFilter,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.OrFileFilter,field,,fileFilters,-1,,,NonNull
org.apache.commons.io.filefilter.OrFileFilter,field,,$assertionsDisabled,-1,,,Unknown
org.apache.commons.io.filefilter.OrFileFilter,method,,<init>()V,-1,V,true,Unknown
org.apache.commons.io.filefilter.OrFileFilter,method,,<init>(Ljava/util/List;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.OrFileFilter,method,,<init>(Ljava/util/List;)V,0,Ljava/util/List;,false,Nullable
org.apache.commons.io.filefilter.OrFileFilter,method,,<init>(Lorg/apache/commons/io/filefilter/IOFileFilter;Lorg/apache/commons/io/filefilter/IOFileFilter;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.OrFileFilter,method,,<init>(Lorg/apache/commons/io/filefilter/IOFileFilter;Lorg/apache/commons/io/filefilter/IOFileFilter;)V,0,Lorg/apache/commons/io/filefilter/IOFileFilter;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,<init>(Lorg/apache/commons/io/filefilter/IOFileFilter;Lorg/apache/commons/io/filefilter/IOFileFilter;)V,1,Lorg/apache/commons/io/filefilter/IOFileFilter;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,addFileFilter(Lorg/apache/commons/io/filefilter/IOFileFilter;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.OrFileFilter,method,,addFileFilter(Lorg/apache/commons/io/filefilter/IOFileFilter;)V,0,Lorg/apache/commons/io/filefilter/IOFileFilter;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,getFileFilters()Ljava/util/List;,-1,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,removeFileFilter(Lorg/apache/commons/io/filefilter/IOFileFilter;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,removeFileFilter(Lorg/apache/commons/io/filefilter/IOFileFilter;)Z,0,Lorg/apache/commons/io/filefilter/IOFileFilter;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,setFileFilters(Ljava/util/List;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.OrFileFilter,method,,setFileFilters(Ljava/util/List;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.OrFileFilter,method,,<clinit>()V,-1,V,true,Unknown
org.apache.commons.io.filefilter.PrefixFileFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,field,,prefixes,-1,,,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,field,,caseSensitivity,-1,,,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>([Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>([Ljava/lang/String;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/util/List;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/util/List;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.PrefixFileFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.PrefixFileFilter,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,field,,pattern,-1,,,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/lang/String;I)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/lang/String;I)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/lang/String;I)V,1,I,true,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/util/regex/Pattern;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.RegexFileFilter,method,,<init>(Ljava/util/regex/Pattern;)V,0,Ljava/util/regex/Pattern;,false,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.RegexFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,field,,size,-1,,,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,field,,acceptLarger,-1,,,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,method,,<init>(J)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.SizeFileFilter,method,,<init>(J)V,0,J,true,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,method,,<init>(JZ)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.SizeFileFilter,method,,<init>(JZ)V,0,J,true,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,method,,<init>(JZ)V,1,Z,true,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.SizeFileFilter,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,field,,suffixes,-1,,,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,field,,caseSensitivity,-1,,,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>([Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>([Ljava/lang/String;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/util/List;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/util/List;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.SuffixFileFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.SuffixFileFilter,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,field,,TRUE,-1,,,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,field,,INSTANCE,-1,,,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,method,,<init>()V,-1,V,true,Unknown
org.apache.commons.io.filefilter.TrueFileFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.TrueFileFilter,method,,<clinit>()V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFileFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,field,,wildcards,-1,,,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,field,,caseSensitivity,-1,,,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>([Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>([Ljava/lang/String;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>([Ljava/lang/String;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/util/List;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/util/List;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,<init>(Ljava/util/List;Lorg/apache/commons/io/IOCase;)V,1,Lorg/apache/commons/io/IOCase;,false,Nullable
org.apache.commons.io.filefilter.WildcardFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.WildcardFileFilter,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFilter,field,,serialVersionUID,-1,,,NonNull
org.apache.commons.io.filefilter.WildcardFilter,field,,wildcards,-1,,,NonNull
org.apache.commons.io.filefilter.WildcardFilter,method,,<init>(Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFilter,method,,<init>(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFilter,method,,<init>([Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFilter,method,,<init>([Ljava/lang/String;)V,0,[Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFilter,method,,<init>(Ljava/util/List;)V,-1,V,true,Unknown
org.apache.commons.io.filefilter.WildcardFilter,method,,<init>(Ljava/util/List;)V,0,Ljava/util/List;,false,NonNull
org.apache.commons.io.filefilter.WildcardFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.WildcardFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.filefilter.WildcardFilter,method,,accept(Ljava/io/File;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.filefilter.WildcardFilter,method,,accept(Ljava/io/File;)Z,-1,Z,true,NonNull
org.apache.commons.io.filefilter.WildcardFilter,method,,accept(Ljava/io/File;)Z,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.FilenameUtils,field,,NOT_FOUND,-1,,,NonNull
org.apache.commons.io.FilenameUtils,field,,EXTENSION_SEPARATOR,-1,,,NonNull
org.apache.commons.io.FilenameUtils,field,,EXTENSION_SEPARATOR_STR,-1,,,NonNull
org.apache.commons.io.FilenameUtils,field,,UNIX_SEPARATOR,-1,,,NonNull
org.apache.commons.io.FilenameUtils,field,,WINDOWS_SEPARATOR,-1,,,NonNull
org.apache.commons.io.FilenameUtils,field,,SYSTEM_SEPARATOR,-1,,,NonNull
org.apache.commons.io.FilenameUtils,field,,OTHER_SEPARATOR,-1,,,NonNull
org.apache.commons.io.FilenameUtils,method,,<init>()V,-1,V,true,Unknown
org.apache.commons.io.FilenameUtils,method,,isSystemWindows()Z,-1,Z,true,NonNull
org.apache.commons.io.FilenameUtils,method,,isSeparator(C)Z,-1,Z,true,NonNull
org.apache.commons.io.FilenameUtils,method,,isSeparator(C)Z,0,C,true,NonNull
org.apache.commons.io.FilenameUtils,method,,normalize(Ljava/lang/String;)Ljava/lang/String;,-1,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,normalize(Ljava/lang/String;)Ljava/lang/String;,0,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,normalize(Ljava/lang/String;Z)Ljava/lang/String;,-1,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,normalize(Ljava/lang/String;Z)Ljava/lang/String;,0,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,normalize(Ljava/lang/String;Z)Ljava/lang/String;,1,Z,true,NonNull
org.apache.commons.io.FilenameUtils,method,,normalizeNoEndSeparator(Ljava/lang/String;)Ljava/lang/String;,-1,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,normalizeNoEndSeparator(Ljava/lang/String;)Ljava/lang/String;,0,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,normalizeNoEndSeparator(Ljava/lang/String;Z)Ljava/lang/String;,-1,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,normalizeNoEndSeparator(Ljava/lang/String;Z)Ljava/lang/String;,0,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,normalizeNoEndSeparator(Ljava/lang/String;Z)Ljava/lang/String;,1,Z,true,NonNull
org.apache.commons.io.FilenameUtils,method,,doNormalize(Ljava/lang/String;CZ)Ljava/lang/String;,-1,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,doNormalize(Ljava/lang/String;CZ)Ljava/lang/String;,0,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,doNormalize(Ljava/lang/String;CZ)Ljava/lang/String;,1,C,true,NonNull
org.apache.commons.io.FilenameUtils,method,,doNormalize(Ljava/lang/String;CZ)Ljava/lang/String;,2,Z,true,NonNull
org.apache.commons.io.FilenameUtils,method,,concat(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,-1,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,concat(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.FilenameUtils,method,,concat(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.FilenameUtils,method,,directoryContains(Ljava/lang/String;Ljava/lang/String;)Z,-1,Z,true,NonNull
org.apache.commons.io.FilenameUtils,method,,directoryContains(Ljava/lang/String;Ljava/lang/String;)Z,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.FilenameUtils,method,,directoryContains(Ljava/lang/String;Ljava/lang/String;)Z,1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.FilenameUtils,method,,separatorsToUnix(Ljava/lang/String;)Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.FilenameUtils,method,,separatorsToUnix(Ljava/lang/String;)Ljava/lang/String;,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.FilenameUtils,method,,separatorsToWindows(Ljava/lang/String;)Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.FilenameUtils,method,,separatorsToWindows(Ljava/lang/String;)Ljava/lang/String;,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.FilenameUtils,method,,separatorsToSystem(Ljava/lang/String;)Ljava/lang/String;,-1,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,separatorsToSystem(Ljava/lang/String;)Ljava/lang/String;,0,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,getPrefixLength(Ljava/lang/String;)I,-1,I,true,NonNull
org.apache.commons.io.FilenameUtils,method,,getPrefixLength(Ljava/lang/String;)I,0,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,indexOfLastSeparator(Ljava/lang/String;)I,-1,I,true,NonNull
org.apache.commons.io.FilenameUtils,method,,indexOfLastSeparator(Ljava/lang/String;)I,0,Ljava/lang/String;,false,Nullable
org.apache.commons.io.FilenameUtils,method,,indexOfExtension(Ljava/lang/String;)I,-1,I,true,NonNull
org.apache.commons.io.FilenameUtils,method,,indexOfExtension(Ljava/lang/String;)I,0,Ljava/lang/String;,false,Nullable
