"","rootClass","class","attribute","name","index","nullness.reduced","nullness.annotated","nullness"
"164","com.google.common.collect.Maps$IteratorBasedAbstractMap","com.google.common.collect.ArrayTable$ArrayMap","method","entrySpliterator()",-1,"Nullable","NonNull","Nullable"
"165","com.google.common.collect.Maps$IteratorBasedAbstractMap","com.google.common.collect.StandardTable$Row","method","entrySpliterator()",-1,"Nullable","NonNull","Nullable"
"166","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.AbstractMapBasedMultimap$AsMap","method","createEntrySet()",-1,"Nullable","NonNull","Nullable"
"167","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.FilteredEntryMultimap$AsMap","method","createEntrySet()",-1,"Nullable","NonNull","Nullable"
"168","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.StandardTable$Column","method","createEntrySet()",-1,"Nullable","NonNull","Nullable"
"169","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.StandardTable$ColumnMap","method","createEntrySet()",-1,"Nullable","NonNull","Nullable"
"170","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.StandardTable$RowMap","method","createEntrySet()",-1,"Nullable","NonNull","Nullable"
"171","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.AbstractMapBasedMultimap$NavigableAsMap","method","createKeySet()",-1,"Nullable","NonNull","Nullable"
"172","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.AbstractMapBasedMultimap$SortedAsMap","method","createKeySet()",-1,"Nullable","NonNull","Nullable"
"173","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.FilteredEntryMultimap$AsMap","method","createKeySet()",-1,"Nullable","NonNull","Nullable"
"174","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.StandardRowSortedTable$RowSortedMap","method","createKeySet()",-1,"Nullable","NonNull","Nullable"
"175","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.StandardTable$Column","method","createKeySet()",-1,"Nullable","NonNull","Nullable"
"176","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.FilteredEntryMultimap$AsMap","method","createValues()",-1,"Nullable","NonNull","Nullable"
"177","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.StandardTable$Column","method","createValues()",-1,"Nullable","NonNull","Nullable"
"178","com.google.common.collect.Maps$ViewCachingAbstractMap","com.google.common.collect.StandardTable$ColumnMap","method","createValues()",-1,"Nullable","NonNull","Nullable"
"179","com.google.common.collect.Multimap","com.google.common.collect.AbstractSortedKeySortedSetMultimap","method","asMap()",-1,"Nullable","NonNull","Nullable"
"180","com.google.common.collect.Multimap","com.google.common.collect.AbstractMapBasedMultimap","method","entries()",-1,"Nullable","NonNull","Nullable"
"181","com.google.common.collect.Multimap","com.google.common.collect.ArrayListMultimap","method","entries()",-1,"Nullable","NonNull","Nullable"
"182","com.google.common.collect.Multimap","com.google.common.collect.FilteredEntrySetMultimap","method","entries()",-1,"Nullable","NonNull","Nullable"
"183","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeySetMultimap","method","entries()",-1,"Nullable","NonNull","Nullable"
"184","com.google.common.collect.Multimap","com.google.common.collect.ForwardingSetMultimap","method","entries()",-1,"Nullable","NonNull","Nullable"
"185","com.google.common.collect.Multimap","com.google.common.collect.AbstractMapBasedMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"186","com.google.common.collect.Multimap","com.google.common.collect.FilteredEntryMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"187","com.google.common.collect.Multimap","com.google.common.collect.FilteredEntrySetMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"188","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeyListMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"189","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeyMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"190","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeySetMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"191","com.google.common.collect.Multimap","com.google.common.collect.ForwardingListMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"192","com.google.common.collect.Multimap","com.google.common.collect.ForwardingSetMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"193","com.google.common.collect.Multimap","com.google.common.collect.ForwardingSortedSetMultimap","method","get(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"194","com.google.common.collect.Multimap","com.google.common.collect.AbstractSortedKeySortedSetMultimap","method","keySet()",-1,"Nullable","NonNull","Nullable"
"195","com.google.common.collect.Multimap","com.google.common.collect.AbstractMapBasedMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"196","com.google.common.collect.Multimap","com.google.common.collect.FilteredEntryMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"197","com.google.common.collect.Multimap","com.google.common.collect.FilteredEntrySetMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"198","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeyListMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"199","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeyMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"200","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeySetMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"201","com.google.common.collect.Multimap","com.google.common.collect.ForwardingListMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"202","com.google.common.collect.Multimap","com.google.common.collect.ForwardingSetMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"203","com.google.common.collect.Multimap","com.google.common.collect.ForwardingSortedSetMultimap","method","removeAll(Ljava/lang/Object;)",-1,"Nullable","NonNull","Nullable"
"204","com.google.common.collect.Multimap","com.google.common.collect.AbstractMapBasedMultimap","method","replaceValues(Ljava/lang/Object;Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
"205","com.google.common.collect.Multimap","com.google.common.collect.FilteredEntrySetMultimap","method","replaceValues(Ljava/lang/Object;Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
"206","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeyListMultimap","method","replaceValues(Ljava/lang/Object;Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
"207","com.google.common.collect.Multimap","com.google.common.collect.FilteredKeySetMultimap","method","replaceValues(Ljava/lang/Object;Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
"208","com.google.common.collect.Multimap","com.google.common.collect.ForwardingListMultimap","method","replaceValues(Ljava/lang/Object;Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
"209","com.google.common.collect.Multimap","com.google.common.collect.ForwardingSetMultimap","method","replaceValues(Ljava/lang/Object;Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
"210","com.google.common.collect.Multimap","com.google.common.collect.ForwardingSortedSetMultimap","method","replaceValues(Ljava/lang/Object;Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
"211","com.google.common.collect.Multimap","com.google.common.collect.AbstractMapBasedMultimap","method","values()",-1,"Nullable","NonNull","Nullable"
"212","com.google.common.collect.Multimap","com.google.common.collect.ArrayListMultimap","method","values()",-1,"Nullable","NonNull","Nullable"
"213","com.google.common.collect.Multimap","com.google.common.collect.HashMultimap","method","values()",-1,"Nullable","NonNull","Nullable"
"214","com.google.common.collect.Multiset","com.google.common.collect.AbstractSortedMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"215","com.google.common.collect.Multiset","com.google.common.collect.DescendingImmutableSortedMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"216","com.google.common.collect.Multiset","com.google.common.collect.DescendingMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"217","com.google.common.collect.Multiset","com.google.common.collect.ForwardingSortedMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"218","com.google.common.collect.Multiset","com.google.common.collect.ImmutableSortedMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"219","com.google.common.collect.Multiset","com.google.common.collect.RegularImmutableMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"220","com.google.common.collect.Multiset","com.google.common.collect.RegularImmutableSortedMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"221","com.google.common.collect.Multiset","com.google.common.collect.SortedMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"222","com.google.common.collect.Multiset","com.google.common.collect.SortedMultisetBridge","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"223","com.google.common.collect.Multiset","com.google.common.collect.TreeMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"224","com.google.common.collect.Multiset","com.google.common.collect.UnmodifiableSortedMultiset","method","elementSet()",-1,"Nullable","NonNull","Nullable"
"225","com.google.common.collect.Multiset","com.google.common.collect.DescendingMultiset","method","entrySet()",-1,"Nullable","NonNull","Nullable"
"226","com.google.common.collect.Multiset","com.google.common.collect.FilteredEntryMultimap$Keys","method","entrySet()",-1,"Nullable","NonNull","Nullable"
"227","com.google.common.collect.Multiset","com.google.common.collect.SortedMultiset","method","entrySet()",-1,"Nullable","NonNull","Nullable"
"228","com.google.common.collect.Multisets$ElementSet","com.google.common.collect.SortedMultisets$ElementSet","method","multiset()",-1,"Nullable","NonNull","Nullable"
"229","com.google.common.collect.Multisets$EntrySet","com.google.common.collect.DescendingMultiset$1EntrySetImpl","method","multiset()",-1,"Nullable","NonNull","Nullable"
"230","com.google.common.collect.Multisets$EntrySet","com.google.common.collect.FilteredEntryMultimap$Keys$1","method","multiset()",-1,"Nullable","NonNull","Nullable"
"231","com.google.common.collect.Multisets$ImmutableEntry","com.google.common.collect.RegularImmutableMultiset$NonTerminalEntry","method","nextInBucket()",-1,"Nullable","NonNull","Nullable"
"232","com.google.common.collect.Multisets$UnmodifiableMultiset","com.google.common.collect.UnmodifiableSortedMultiset","method","createElementSet()",-1,"Nullable","NonNull","Nullable"
"233","com.google.common.collect.Ordering","com.google.common.collect.AllEqualOrdering","method","immutableSortedCopy(Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
"234","com.google.common.collect.Ordering","com.google.common.collect.AllEqualOrdering","method","reverse()",-1,"Nullable","NonNull","Nullable"
"235","com.google.common.collect.Ordering","com.google.common.collect.AllEqualOrdering","method","sortedCopy(Ljava/lang/Iterable;)",-1,"Nullable","NonNull","Nullable"
