class,classVisibility,attribute,visibility,name,index,type,primitive,rootClass,abstract
org.apache.commons.io.input.BoundedReader,public,method,public,read([CII)I,-1,I,true,java.io.Reader,false
org.apache.commons.io.input.BoundedReader,public,method,public,read([CII)I,0,[C,false,java.io.Reader,false
org.apache.commons.io.input.BoundedReader,public,method,public,read([CII)I,1,I,true,java.io.Reader,false
org.apache.commons.io.input.BoundedReader,public,method,public,read([CII)I,2,I,true,java.io.Reader,false
org.apache.commons.io.input.ObservableInputStream$Observer,public,method,private,data(I)V,0,I,true,org.apache.commons.io.input.ObservableInputStream$Observer,false
org.apache.commons.io.input.ObservableInputStream$Observer,public,method,private,data([BII)V,0,[B,false,org.apache.commons.io.input.ObservableInputStream$Observer,false
org.apache.commons.io.input.ObservableInputStream$Observer,public,method,private,data([BII)V,1,I,true,org.apache.commons.io.input.ObservableInputStream$Observer,false
org.apache.commons.io.input.ObservableInputStream$Observer,public,method,private,data([BII)V,2,I,true,org.apache.commons.io.input.ObservableInputStream$Observer,false
org.apache.commons.io.input.ObservableInputStream$Observer,public,method,private,error(Ljava/io/IOException;)V,0,Ljava/io/IOException;,false,org.apache.commons.io.input.ObservableInputStream$Observer,false
org.apache.commons.io.comparator.SizeFileComparator,public,field,private,serialVersionUID,-1,J,true,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,field,public,SIZE_COMPARATOR,-1,Ljava/util/Comparator;,false,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,field,public,SIZE_REVERSE,-1,Ljava/util/Comparator;,false,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,field,public,SIZE_SUMDIR_COMPARATOR,-1,Ljava/util/Comparator;,false,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,field,public,SIZE_SUMDIR_REVERSE,-1,Ljava/util/Comparator;,false,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,field,private,sumDirectoryContents,-1,Z,true,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,<init>(Z)V,0,Z,true,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,compare(Ljava/io/File;Ljava/io/File;)I,-1,I,true,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,compare(Ljava/io/File;Ljava/io/File;)I,0,Ljava/io/File;,false,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,compare(Ljava/io/File;Ljava/io/File;)I,1,Ljava/io/File;,false,org.apache.commons.io.comparator.SizeFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,java.lang.Object,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,sort(Ljava/util/List;)Ljava/util/List;,-1,Ljava/util/List;,false,org.apache.commons.io.comparator.AbstractFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,sort(Ljava/util/List;)Ljava/util/List;,0,Ljava/util/List;,false,org.apache.commons.io.comparator.AbstractFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,sort([Ljava/io/File;)[Ljava/io/File;,-1,[Ljava/io/File;,false,org.apache.commons.io.comparator.AbstractFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,sort([Ljava/io/File;)[Ljava/io/File;,0,[Ljava/io/File;,false,org.apache.commons.io.comparator.AbstractFileComparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,compare(Ljava/lang/Object;Ljava/lang/Object;)I,-1,I,true,java.util.Comparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,compare(Ljava/lang/Object;Ljava/lang/Object;)I,0,Ljava/lang/Object;,false,java.util.Comparator,false
org.apache.commons.io.comparator.SizeFileComparator,public,method,public,compare(Ljava/lang/Object;Ljava/lang/Object;)I,1,Ljava/lang/Object;,false,java.util.Comparator,false
org.apache.commons.io.FileCleaner,public,field,private,theInstance,-1,Lorg/apache/commons/io/FileCleaningTracker;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/io/File;Ljava/lang/Object;)V,0,Ljava/io/File;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/io/File;Ljava/lang/Object;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/io/File;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,0,Ljava/io/File;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/io/File;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/io/File;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,2,Lorg/apache/commons/io/FileDeleteStrategy;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;)V,0,Ljava/lang/String;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,0,Ljava/lang/String;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,2,Lorg/apache/commons/io/FileDeleteStrategy;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,getTrackCount()I,-1,I,true,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileCleaner,public,method,public,getInstance()Lorg/apache/commons/io/FileCleaningTracker;,-1,Lorg/apache/commons/io/FileCleaningTracker;,false,org.apache.commons.io.FileCleaner,false
org.apache.commons.io.FileDeleteStrategy,public,field,public,NORMAL,-1,Lorg/apache/commons/io/FileDeleteStrategy;,false,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,field,public,FORCE,-1,Lorg/apache/commons/io/FileDeleteStrategy;,false,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,field,private,name,-1,Ljava/lang/String;,false,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,method,protected,<init>(Ljava/lang/String;)V,0,Ljava/lang/String;,false,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,method,public,deleteQuietly(Ljava/io/File;)Z,-1,Z,true,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,method,public,deleteQuietly(Ljava/io/File;)Z,0,Ljava/io/File;,false,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,method,public,delete(Ljava/io/File;)V,0,Ljava/io/File;,false,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,method,protected,doDelete(Ljava/io/File;)Z,-1,Z,true,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,method,protected,doDelete(Ljava/io/File;)Z,0,Ljava/io/File;,false,org.apache.commons.io.FileDeleteStrategy,false
org.apache.commons.io.FileDeleteStrategy,public,method,public,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,java.lang.Object,false
org.apache.commons.io.FileCleaningTracker$Reaper,private,field,private,this$0,-1,Lorg/apache/commons/io/FileCleaningTracker;,false,org.apache.commons.io.FileCleaningTracker$Reaper,false
org.apache.commons.io.FileCleaningTracker$Reaper,private,method,private,<init>(Lorg/apache/commons/io/FileCleaningTracker;)V,0,Lorg/apache/commons/io/FileCleaningTracker;,false,org.apache.commons.io.FileCleaningTracker$Reaper,false
org.apache.commons.io.output.ProxyWriter,public,method,public,<init>(Ljava/io/Writer;)V,0,Ljava/io/Writer;,false,java.io.FilterWriter,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(C)Ljava/io/Writer;,-1,Ljava/io/Writer;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(C)Ljava/io/Writer;,0,C,true,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;II)Ljava/io/Writer;,-1,Ljava/io/Writer;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;II)Ljava/io/Writer;,0,Ljava/lang/CharSequence;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;II)Ljava/io/Writer;,1,I,true,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;II)Ljava/io/Writer;,2,I,true,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;)Ljava/io/Writer;,-1,Ljava/io/Writer;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;)Ljava/io/Writer;,0,Ljava/lang/CharSequence;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write(I)V,0,I,true,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write([C)V,0,[C,false,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write([CII)V,0,[C,false,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write([CII)V,1,I,true,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write([CII)V,2,I,true,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write(Ljava/lang/String;)V,0,Ljava/lang/String;,false,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write(Ljava/lang/String;II)V,0,Ljava/lang/String;,false,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write(Ljava/lang/String;II)V,1,I,true,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,public,write(Ljava/lang/String;II)V,2,I,true,java.io.Writer,false
org.apache.commons.io.output.ProxyWriter,public,method,protected,beforeWrite(I)V,0,I,true,org.apache.commons.io.output.ProxyWriter,false
org.apache.commons.io.output.ProxyWriter,public,method,protected,afterWrite(I)V,0,I,true,org.apache.commons.io.output.ProxyWriter,false
org.apache.commons.io.output.ProxyWriter,public,method,protected,handleIOException(Ljava/io/IOException;)V,0,Ljava/io/IOException;,false,org.apache.commons.io.output.ProxyWriter,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(C)Ljava/lang/Appendable;,-1,Ljava/lang/Appendable;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(C)Ljava/lang/Appendable;,0,C,true,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;II)Ljava/lang/Appendable;,-1,Ljava/lang/Appendable;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;II)Ljava/lang/Appendable;,0,Ljava/lang/CharSequence;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;II)Ljava/lang/Appendable;,1,I,true,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;II)Ljava/lang/Appendable;,2,I,true,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;)Ljava/lang/Appendable;,-1,Ljava/lang/Appendable;,false,java.lang.Appendable,false
org.apache.commons.io.output.ProxyWriter,public,method,public,append(Ljava/lang/CharSequence;)Ljava/lang/Appendable;,0,Ljava/lang/CharSequence;,false,java.lang.Appendable,false
org.apache.commons.io.LineIterator,public,field,private,bufferedReader,-1,Ljava/io/BufferedReader;,false,org.apache.commons.io.LineIterator,false
org.apache.commons.io.LineIterator,public,field,private,cachedLine,-1,Ljava/lang/String;,false,org.apache.commons.io.LineIterator,false
org.apache.commons.io.LineIterator,public,field,private,finished,-1,Z,true,org.apache.commons.io.LineIterator,false
org.apache.commons.io.LineIterator,public,method,public,<init>(Ljava/io/Reader;)V,0,Ljava/io/Reader;,false,org.apache.commons.io.LineIterator,false
org.apache.commons.io.LineIterator,public,method,public,hasNext()Z,-1,Z,true,java.util.Iterator,false
org.apache.commons.io.LineIterator,public,method,protected,isValidLine(Ljava/lang/String;)Z,-1,Z,true,org.apache.commons.io.LineIterator,false
org.apache.commons.io.LineIterator,public,method,protected,isValidLine(Ljava/lang/String;)Z,0,Ljava/lang/String;,false,org.apache.commons.io.LineIterator,false
org.apache.commons.io.LineIterator,public,method,public,next()Ljava/lang/String;,-1,Ljava/lang/String;,false,java.util.Iterator,false
org.apache.commons.io.LineIterator,public,method,public,nextLine()Ljava/lang/String;,-1,Ljava/lang/String;,false,org.apache.commons.io.LineIterator,false
org.apache.commons.io.LineIterator,public,method,public,closeQuietly(Lorg/apache/commons/io/LineIterator;)V,0,Lorg/apache/commons/io/LineIterator;,false,org.apache.commons.io.LineIterator,false
org.apache.commons.io.LineIterator,public,method,public,next()Ljava/lang/Object;,-1,Ljava/lang/Object;,false,java.util.Iterator,false
org.apache.commons.io.FileCleaningTracker,public,field,private,q,-1,Ljava/lang/ref/ReferenceQueue;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,field,private,trackers,-1,Ljava/util/Collection;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,field,private,deleteFailures,-1,Ljava/util/List;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,field,private,exitWhenFinished,-1,Z,true,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,field,private,reaper,-1,Ljava/lang/Thread;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/io/File;Ljava/lang/Object;)V,0,Ljava/io/File;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/io/File;Ljava/lang/Object;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/io/File;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,0,Ljava/io/File;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/io/File;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/io/File;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,2,Lorg/apache/commons/io/FileDeleteStrategy;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;)V,0,Ljava/lang/String;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,0,Ljava/lang/String;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,track(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,2,Lorg/apache/commons/io/FileDeleteStrategy;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,private,addTracker(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,0,Ljava/lang/String;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,private,addTracker(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,1,Ljava/lang/Object;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,private,addTracker(Ljava/lang/String;Ljava/lang/Object;Lorg/apache/commons/io/FileDeleteStrategy;)V,2,Lorg/apache/commons/io/FileDeleteStrategy;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,getTrackCount()I,-1,I,true,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.FileCleaningTracker,public,method,public,getDeleteFailures()Ljava/util/List;,-1,Ljava/util/List;,false,org.apache.commons.io.FileCleaningTracker,false
org.apache.commons.io.input.CloseShieldInputStream,public,method,public,<init>(Ljava/io/InputStream;)V,0,Ljava/io/InputStream;,false,java.io.FilterInputStream,false
org.apache.commons.io.comparator.AbstractFileComparator,private,method,public,sort([Ljava/io/File;)[Ljava/io/File;,-1,[Ljava/io/File;,false,org.apache.commons.io.comparator.AbstractFileComparator,false
org.apache.commons.io.comparator.AbstractFileComparator,private,method,public,sort([Ljava/io/File;)[Ljava/io/File;,0,[Ljava/io/File;,false,org.apache.commons.io.comparator.AbstractFileComparator,false
org.apache.commons.io.comparator.AbstractFileComparator,private,method,public,sort(Ljava/util/List;)Ljava/util/List;,-1,Ljava/util/List;,false,org.apache.commons.io.comparator.AbstractFileComparator,false
org.apache.commons.io.comparator.AbstractFileComparator,private,method,public,sort(Ljava/util/List;)Ljava/util/List;,0,Ljava/util/List;,false,org.apache.commons.io.comparator.AbstractFileComparator,false
org.apache.commons.io.comparator.AbstractFileComparator,private,method,public,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,java.lang.Object,false
org.apache.commons.io.output.ThresholdingOutputStream,public,field,private,threshold,-1,I,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,field,private,written,-1,J,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,field,private,thresholdExceeded,-1,Z,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,<init>(I)V,0,I,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,write(I)V,0,I,true,java.io.OutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,write([B)V,0,[B,false,java.io.OutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,write([BII)V,0,[B,false,java.io.OutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,write([BII)V,1,I,true,java.io.OutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,write([BII)V,2,I,true,java.io.OutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,getThreshold()I,-1,I,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,getByteCount()J,-1,J,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,public,isThresholdExceeded()Z,-1,Z,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,protected,checkThreshold(I)V,0,I,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,protected,setByteCount(J)V,0,J,true,org.apache.commons.io.output.ThresholdingOutputStream,false
org.apache.commons.io.output.ThresholdingOutputStream,public,method,protected,getStream()Ljava/io/OutputStream;,-1,Ljava/io/OutputStream;,false,org.apache.commons.io.output.ThresholdingOutputStream,true
org.apache.commons.io.FileUtils,public,field,public,ONE_KB,-1,J,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_KB_BI,-1,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_MB,-1,J,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_MB_BI,-1,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,private,FILE_COPY_BUFFER_SIZE,-1,J,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_GB,-1,J,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_GB_BI,-1,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_TB,-1,J,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_TB_BI,-1,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_PB,-1,J,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_PB_BI,-1,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_EB,-1,J,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_EB_BI,-1,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_ZB,-1,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,ONE_YB,-1,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,field,public,EMPTY_FILE_ARRAY,-1,[Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getFile(Ljava/io/File;[Ljava/lang/String;)Ljava/io/File;,-1,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getFile(Ljava/io/File;[Ljava/lang/String;)Ljava/io/File;,0,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getFile(Ljava/io/File;[Ljava/lang/String;)Ljava/io/File;,1,[Ljava/lang/String;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getFile([Ljava/lang/String;)Ljava/io/File;,-1,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getFile([Ljava/lang/String;)Ljava/io/File;,0,[Ljava/lang/String;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getTempDirectoryPath()Ljava/lang/String;,-1,Ljava/lang/String;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getTempDirectory()Ljava/io/File;,-1,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getUserDirectoryPath()Ljava/lang/String;,-1,Ljava/lang/String;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,getUserDirectory()Ljava/io/File;,-1,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,openInputStream(Ljava/io/File;)Ljava/io/FileInputStream;,-1,Ljava/io/FileInputStream;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,openInputStream(Ljava/io/File;)Ljava/io/FileInputStream;,0,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,openOutputStream(Ljava/io/File;)Ljava/io/FileOutputStream;,-1,Ljava/io/FileOutputStream;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,openOutputStream(Ljava/io/File;)Ljava/io/FileOutputStream;,0,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,openOutputStream(Ljava/io/File;Z)Ljava/io/FileOutputStream;,-1,Ljava/io/FileOutputStream;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,openOutputStream(Ljava/io/File;Z)Ljava/io/FileOutputStream;,0,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,openOutputStream(Ljava/io/File;Z)Ljava/io/FileOutputStream;,1,Z,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,byteCountToDisplaySize(Ljava/math/BigInteger;)Ljava/lang/String;,-1,Ljava/lang/String;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,byteCountToDisplaySize(Ljava/math/BigInteger;)Ljava/lang/String;,0,Ljava/math/BigInteger;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,byteCountToDisplaySize(J)Ljava/lang/String;,-1,Ljava/lang/String;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,byteCountToDisplaySize(J)Ljava/lang/String;,0,J,true,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,touch(Ljava/io/File;)V,0,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,convertFileCollectionToFileArray(Ljava/util/Collection;)[Ljava/io/File;,-1,[Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,public,convertFileCollectionToFileArray(Ljava/util/Collection;)[Ljava/io/File;,0,Ljava/util/Collection;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,private,innerListFiles(Ljava/util/Collection;Ljava/io/File;Lorg/apache/commons/io/filefilter/IOFileFilter;Z)V,0,Ljava/util/Collection;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,private,innerListFiles(Ljava/util/Collection;Ljava/io/File;Lorg/apache/commons/io/filefilter/IOFileFilter;Z)V,1,Ljava/io/File;,false,org.apache.commons.io.FileUtils,false
org.apache.commons.io.FileUtils,public,method,private,innerListFiles(Ljava/util/Collection;Ljava/io/File;Lorg/apache/commons/io/filefilter/IOFileFilter;Z)V,2,Lorg/apache/commons/io/filefilter/IOFileFilter;,false,org.apache.commons.io.FileUtils,false
